I want to listen to an album from Sibel.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Where can I listen to the song The Lost Worlds of Planet Earth  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to see Train  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Check the schedule for Bow Tie Cinemas.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where can I buy a Barometer Clock  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Is Proudly She Marches playing anywhere?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where can I view the photograph of Johnny Cool  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Give The Fox and the Hound a 1  [predicted:  GetWeather ; correct:  RateBook ]
What films are at Cineplex Odeon Corporation  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Can you locate the saga for the Ringo Sheena discography  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to listen to the album Magical Girl Lyrical Nanoha StrikerS  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
I'm looking for the novel From a Scream to a Whisper  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
table for 6 at a brasserie  [predicted:  RateBook ; correct:  BookRestaurant ]
Is Rumor Has It playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Look for A Terrible Vengeance  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to read the book The Lion Sleeps Tonight  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Whens the next showing of The Game of Their Lives  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
show me the movie called People and Masks Part 2  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play the best Sebastian Karlsson melody on Youtube  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Show me the album Three Songs About Lenin  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
play the song Evocation I – The Arcane Dominion  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Tell me if it'll be humid at eighteen o'clock in my current spot  [predicted:  RateBook ; correct:  GetWeather ]
I want the photograph of Walt Before Mickey  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Show me the movie Sonic Triple Trouble  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
find Long Walk to Forever, a novel  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Play Keep Their Heads Ringin’  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play me a trailer for The North-West Passage  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Where can I view the photograph Occasional Wife  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
put this track on operación bikini  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
What is the cheapest online price for the Instincts saga?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Can you find the album SimpleScreenRecorder  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to watch the movie Godslayer  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play The Lure of the Mask song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Book a restaurant 1 hour from now in Dorchester Shores Reservation  [predicted:  BookRestaurant ; correct:  GetWeather ]
What will it feel like in the current place in July  [predicted:  RateBook ; correct:  GetWeather ]
Find a TV series called All Time Greatest Movie Songs.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
add house afterwork to my the cave canem demos  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
play Myth II: Soulblighter  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Please search for Willy and the Poor Boys song.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Show me when and where I can see Song of Summer  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find Secret Command.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play Everybody Wins trailer  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find the novel Make Peace Not War  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
play the Caps Lock trailer  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Is Short of Love playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find me the novel London Has Fallen  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to give Dressed To Kill a one  [predicted:  BookRestaurant ; correct:  RateBook ]
Please get seating at Bouchon in Tonga for jimmie and chasity howard  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Find a movie called Dorothy and the Witches of Oz.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Is Cowboy Canteen playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want The Complete Global Albums Collection  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
rate this book called Kings of the High Frontier four points  [predicted:  BookRestaurant ; correct:  RateBook ]
is it possible to see Corn at eleven A.M. at Loews Cineplex Entertainment  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to read the book Between a Rock and a Hard Place  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Play The Last Mile album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play 30 Greatest Hits  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
will the weather be cloudy at 0 PM at my current position  [predicted:  RateBook ; correct:  GetWeather ]
I'd like to see the book City University of Hong Kong Law Review  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Find the schedule for Success.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Go to the photograph The Inflated Tear  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
What will it be like in six PM at the current place  [predicted:  RateBook ; correct:  GetWeather ]
rate this book a five.  [predicted:  BookRestaurant ; correct:  RateBook ]
Put the joy division the complete bbc recordings on 40 hits  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Book the Bobcat Bite.  [predicted:  GetWeather ; correct:  BookRestaurant ]
Where can I view the trailer Jeeves and Wooster in Perfect Nonsense  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Find a place for me to eat in Connecticut for 9 and a half months from now  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
what are the times for The Gingerbread Man  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
play Blind Company  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Is Jappeloup showing at Bow Tie Cinemas  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Please look up the book, The Wacken Carnage.  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
find the movie Ircle  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play Keep Your Right Up song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Is there a depression in weather at my current spot  [predicted:  RateBook ; correct:  GetWeather ]
How to buy picture of Agent Hamilton: But Not If It Concerns Your Daughter  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Put this song on legendary guitar solos  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
At meal time while I'm here will it be hot?  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Is The Little Irish Girl playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find a movie called The Easy Way to Stop Smoking.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I want to see Those Kids from Town, when will it be showing?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Can you find me The Source Family novel?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Will there be a snowstorm in NC 6 years from now  [predicted:  RateBook ; correct:  GetWeather ]
Will it be warmer at 2 pm at the Ak-Suu Complex Nature Reserve  [predicted:  BookRestaurant ; correct:  GetWeather ]
Get me the Trick or Treats soundtrack.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Pull up the movie Toy and Help Yourself  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
find the movie Don’t Break the Heart That Loves You  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find an Oasis Drive-In close-by Beach 105th St.  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Can you pull up The Sanford Herald  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
show weather while Sunset in the same area in South Carolina  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
ad Sabah to my Evening Groove playlist  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
I'd like to watch the TV series called Fires of Life  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
Can I see Ellis Island Revisited in 1 minute  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Open youtube  [predicted:  GetWeather ; correct:  PlayMusic ]
I want to give this book zero  [predicted:  BookRestaurant ; correct:  RateBook ]
The book Choper, Coffee, Gilson should get a zero  [predicted:  BookRestaurant ; correct:  RateBook ]
Give me the schedule for What a Wonderful Place at Cinemark Theatres  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
add 9AM in Dallas to my classical music for smart kids  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Show the Three Tales album  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
play the Cabin Fever 2: Spring Fever saga  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
Where can I purchase a copy of the photograph on the front page of today's Jacksonville Daily Progress?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Rate the Nova Scotia: New Scottish Speculative Fiction saga a 5  [predicted:  BookRestaurant ; correct:  RateBook ]
Show the Day the Earth Caught Fire movie  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
What is the trailer for Feel the Passion.  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to read the novel Alone at the Microphone  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Look for Summer with Monika  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
play Bliss Torn from Emptiness  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Can I see the album SWAT Force?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
What is the song The Beast from 20?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
put live and rare into dancehall official  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Is The Ghost playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
rate Scarecrow and the Army of Thieves a three  [predicted:  GetWeather ; correct:  RateBook ]
I want to listen to the Music of Ghost in the Shell: Stand Alone Complex  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
put Johnny Wakelin  on my té para tres lis  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
I want to read the novel Pokémon the Movie: Black—Victini and Reshiram and White—Victini and Zekrom.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Search for the Exiles of Time book  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
put once bitten twice bitten into the pulse of americana  [predicted:  GetWeather ; correct:  AddToPlaylist ]
add Hot House to Have You Met Miss Jones  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
I'd like to see the movie The Ooze  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I want to see Fear Chamber.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Can my electro sur have this song added to it?  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
When and where can I see A Film with Me in It  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I want to watch Wide-Eyed and Ignorant  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
what time is Achilles and the Tortoise showing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play Rock This playlist with Badonviller Marsch  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Play me an album by Lunchbox  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Can Super Turnt Up get added to my emotron playlist?  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
show movie The Skeptic – Das teuflische Haus  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
play the Baldur’s Gate II: Throne of Bhaal saga  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
What is the price for the album Praise the Lord and Pass the Ammunition?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I'd like to hear the song Impractical Jokers UK  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Could I download Chavez: Inside the Coup?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
play Baby Workout  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Does the forecast show a storm in Maquoketa, NH around July sixth?  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Show me the novel All I Need to Know  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Will there be a storm on Christmas Day in my current place?  [predicted:  RateBook ; correct:  GetWeather ]
play Closer to the Sun album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
ad this track by Isobel Campbell to my Folk for Kids list  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
add The Go Find to Sólo para dos  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
I need a book called Student Demonstration Time  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
I'd like to eat in Montana on 10/22/2030  [predicted:  PlayMusic ; correct:  BookRestaurant ]
Will there be a blizzard at 2 am in my current place  [predicted:  RateBook ; correct:  GetWeather ]
play the Discografia de The Pretty Reckless saga  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Where can I see Getting There: Sweet 16 and Licensed to Drive  [predicted:  PlayMusic ; correct:  SearchScreeningEvent ]
I'd give A Man Called Ove a 1  [predicted:  BookRestaurant ; correct:  RateBook ]
Play Nightbirds on Nantucket soundtrack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Where can I purchase the saga The Second Life of Samuel Tyne  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Look for the Thorns saga  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Play Pirates of the Caribbean Online  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Find the schedule for Great Mail Robbery.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Look for Conducting from the Grave  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
look for the book titled Iranian Journal of Fuzzy Systems  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Put this tune on All A Cappella  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
play the best album from the seventies  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
play A Box of Birds trailer  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
what time is One Night Stand showing at Cineplex Odeon Corporation  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
play If You Go  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Will it be warm in the current place next spring  [predicted:  RateBook ; correct:  GetWeather ]
Find the novel What We Did on Our Holiday  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
What does For All the Wrong Reasons look like  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Give The Pirates of Manhattan a 1  [predicted:  GetWeather ; correct:  RateBook ]
search for The Adventure of the Blue Carbuncle  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Include Brandon Paris in The MetalSucks Playlist  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
me, maggie and ellen want to eat at Lentil as Anything  [predicted:  PlayMusic ; correct:  BookRestaurant ]
What are the timings for Starship Troopers 2?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Include Kunnon syy in my Trap Land playlist.  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Please look up Amrithavaahini  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Can you get me the Starcross saga?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Play me the soundtrack Ready  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find the movie Yoshimi Battles the Hip-Hop Robots  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
When can I see The Crew of the Dora  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I need a photograph of The Oregon Desert  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Please look up the Utility Directory album.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find the movie Take Another Picture  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
play Tales from the Organ Trade  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
play the Putrefactive Infestation trailer  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Look for the NYPD - New York Police Department saga  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
read the book Journal of the Bombay Natural History Society  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
rate Tropic of Orange a three  [predicted:  GetWeather ; correct:  RateBook ]
Open Zvooq and play the best songs from Device  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
looking for Free Four: Tobias Tells the Divergent Knife-Throwing Scene  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I'd like to see the saga Tamagotchi 64: Minna de Tamagotchi World  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
I'd like to play the album Clarke  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Show me the movie Operetta for the Theatre Organ  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play The Great Adventures of Slick Rick game  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Look up Applied Linguistics  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to see the book, The Mailroom: Hollywood History from the Bottom Up  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
trailer of Gate of Thunder  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
use Vimeo to play De Camino a Clase playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Find a coffeehouse in Illinois for three  [predicted:  GetWeather ; correct:  BookRestaurant ]
Put Kim Kibum in my the martin garrix show playlist.  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
I'd like to hear the song Daimidaler: Prince vs Penguin Empire  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Will there be sun at four PM at Runkaus Strict Nature Reserve  [predicted:  BookRestaurant ; correct:  GetWeather ]
put Anna Grigorjewna Semenowitsch in all out 00s list  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
book of Two for the Road  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
I'm looking for the Pokémon: The Movie 2000 TV show  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
How snowy will it be in this current place on Feb. first, 2034?  [predicted:  RateBook ; correct:  GetWeather ]
Is The Two Gladiators playing  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
restaurant in Watauga for me and my aunt  [predicted:  GetWeather ; correct:  BookRestaurant ]
Locate me the novel entitled Isthmus.  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
i want to see JLA Adventures: Trapped In Time  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find a novel called Best Hits Live: Save the Children Speed Live 2003  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
Where can I get Intel Array Building Blocks  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Find a reservation for a tea house in Lorain  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Play me the trailer for Star Control.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Where to buy Unarchigal  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Where did the painting Highs in the Mid-Sixties go?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Please pull up the trailer for Stares and Whispers  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
rate the book series Sons of Destiny a five  [predicted:  BookRestaurant ; correct:  RateBook ]
I'm looking for 1634: The Ram Rebellion.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Please look up the novel, Heroes of Annihilated Empires  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
add The Open Door to autumn music  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
I'd like to hear the soundtrack for Just Once in My Life.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Where can I view the photograph Dinosaur from the Deep?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Play the Seamus Heaney Collected Poems song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want maximilian mutzke added to Acoustic Concentration  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
I need a novel about Polymer Chemistry.  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I'd like to watch the TV series Sailor Moon SuperS: The Movie  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I'd like to see the picture The Collection – The Collector 2  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Show me the I Can Hear the Sea movie  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Schedule the food truck to be at your place in the distant future.  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Include stefanie in Pre-Party R&B Jams  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Show me a forecast for French Polynesia  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Add tune to cleaning the house  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
I want to see Medal for the General  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Search for the saga of Return of the Bastards.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
the series City on Fire is a four  [predicted:  GetWeather ; correct:  RateBook ]
Find the schedule for The Tooth Will Out at sunrise.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Look up the Searchlights painting  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Find The Sentimental Bloke novel  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Place this tune in workout remix  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Where to buy Education for Chemical Engineers  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
SCORE:  2743 / 3129  ( 0.8766379034835411 )
Where is Boo to You Too! Winnie the Pooh playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What time is Wild and Wooly playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Looking for novel Build Engine  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I'd rate Days of Blood and Starlight a 4  [predicted:  BookRestaurant ; correct:  RateBook ]
Play a song off Ian Stuart Donaldson's Nature Nurture album on Itunes  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Where is They Always Return at Dawn playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Let's listen to the best from Jeff Loomis.  [predicted:  GetWeather ; correct:  PlayMusic ]
Rate Eight Days of Luke a five.  [predicted:  BookRestaurant ; correct:  RateBook ]
I'd like to watch Broadway Nights at Megaplex Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What time is The Mailman playing  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
11 seconds from now find a cinema with First Monday in October  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What time will Where the Breakers Roar be playing?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
When does Of Stars and Men play?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
table for 6 at a bar  [predicted:  RateBook ; correct:  BookRestaurant ]
Where to buy Unarchigal  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to listen to the song The Loving Spirit  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Go to the photograph The Inflated Tear  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Is The Legend of the Evil Lake playing at 09:38:42 am  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
will Dick Tracy e il gas misterioso start twenty one hours from now  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I want to give Dressed To Kill a one  [predicted:  BookRestaurant ; correct:  RateBook ]
I'd like to watch Sherlock Holmes à New York at KB Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play the album entitled Se Potrei Avere Te.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play me the soundtrack Ready  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Find the schedule for Ghost World.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find the movie Don’t Break the Heart That Loves You  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Where and when is Douglas playing?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
rate Hunting and Gathering a two  [predicted:  GetWeather ; correct:  RateBook ]
In seven hours from now will it rain at my current place  [predicted:  RateBook ; correct:  GetWeather ]
give After Worlds Collide a 1  [predicted:  GetWeather ; correct:  RateBook ]
find the movie Take Another Picture  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find the schedule for The Wild Eye.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Give this book a 2.  [predicted:  BookRestaurant ; correct:  RateBook ]
Let me hear the top album by the artist, Skin.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I need a book called Student Demonstration Time  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
I want to listen to an album from Sibel.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
find Three in the Attic  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Where is Chips in Crouch  [predicted:  GetWeather ; correct:  BookRestaurant ]
give me some Hank Shermann from 1975 on Lastfm  [predicted:  GetWeather ; correct:  PlayMusic ]
I'd like to play the album Beloved Rogues  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Does The Yacoubian Building start at 08:39 pm  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
where is Wild America showing at zero P.M.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I'd like to watch Demolition Man at 11:09 PM  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Book The Electric Banana in Ewen for crystal and brittney.  [predicted:  GetWeather ; correct:  BookRestaurant ]
Where can I find Paranormal Activity 3 playing near me 1 hour from now  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Can you pull up The Sanford Herald  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
when does Miss Sloane play at IMAX Corporation  [predicted:  PlayMusic ; correct:  SearchScreeningEvent ]
When is the next showing of Star Wars: The Clone Wars?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I wish to hear the playlist Estado de ánimo on Last Fm.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play me the trailer for Star Control.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Something by Danielle Polanco in 1986  [predicted:  GetWeather ; correct:  PlayMusic ]
give me the showtimes for Down Where The Buffalo Go at Amco Entertainment  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I'd like to hear Grievance from the Youtube service  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I would like this artist on drum & breaks.  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
I want to hear music from carman from the 1966 album  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Will it be hotter in my current place in six weeks from now  [predicted:  RateBook ; correct:  GetWeather ]
Please get seating for me and my children  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Play music from Art Porter Junior movie sound track using Vimeo  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
where can I watch Mabel’s Dramatic Career at twenty two o'clock  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Give Home from the Hill a 3  [predicted:  GetWeather ; correct:  RateBook ]
find the novel Make Peace Not War  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I'd like to watch The Utopian Society  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
What time will The Age of Success be showing?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
