I want to hear any top five music from Gene Autry  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
will it be sunny in my current place at 6 am  [predicted:  RateBook ; correct:  GetWeather ]
Am looking for a book with the title Free to Play  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
Plaly The Ladybug Transistor by Loreena Mckennitt.  [predicted:  GetWeather ; correct:  PlayMusic ]
play Live at Leeds  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play something on my Classic Jazz Funk playlist on Zvooq  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I want to see Shattered Image.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Include Hermann Baumann in my Texas Red Dirt list  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
Is there a snowstorm coming in Dana at 4 pm  [predicted:  RateBook ; correct:  GetWeather ]
Where is All Night Long 3 playing 1 hour from now  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
play the album by Paul Barker playing the greatest from 1978  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
The ultimate 90s needs avant que l’ombre à bercy in it.  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Can you please get me the book Dracula 5: The Blood Legacy?  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
last melody of Bob Hardy on Iheart  [predicted:  GetWeather ; correct:  PlayMusic ]
Where can I get Intel Array Building Blocks  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Start playing anything Mike Muir made in the thirties  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
See if Netflix has the Lightspeed Champion album boris  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Play a top five Jonny Buckland symphony from around 1989  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
does Red e Toby nemiciamici start thirteen hours from now  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Turn on Slacker radio.  [predicted:  GetWeather ; correct:  PlayMusic ]
Can you pull up the American Music Awards of 1975  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to see Married to the Enemy 2 at a cinema.  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
I'd like to listen to mark rae  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Play Still Life 1  [predicted:  GetWeather ; correct:  PlayMusic ]
Look for Fighting Vipers 2  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I'd like to watch All on the Red at 9 o'clock  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play the next ep by Video Game Pianist on netflix  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I'm looking to get a seat at a brasserie in Togo.  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
book in Romania for christian and susana at David Carpenter House  [predicted:  GetWeather ; correct:  BookRestaurant ]
I'd like to hear Cry Baby Cry by Ally Kerr.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Sort eighties ep from the last  [predicted:  GetWeather ; correct:  PlayMusic ]
Play Suus to my the funny thing about football is playlist  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Will you pull up my Jueves de Antaño playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
i want to see JLA Adventures: Trapped In Time  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
show schedule for Loved by Thousands  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
rate the book English Grammar In Use a five  [predicted:  BookRestaurant ; correct:  RateBook ]
I need some Hardcore Hip Hop  [predicted:  BookRestaurant ; correct:  PlayMusic ]
The book Choper, Coffee, Gilson should get a zero  [predicted:  BookRestaurant ; correct:  RateBook ]
I want to listen to Merrily We Roll Along by Marko Desantis.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Put The Silent Enigma album by Yoko Kanno  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I want to play the game The Celestial Hawk  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play the Knockabout soundtrack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'd like to hear songs from Iheart  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Pull up Sweeney Todd - Il diabolico barbiere di Fleet Street  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Play me the soundtrack for Nothing Personal.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I wanna listen to Electroclash  [predicted:  GetWeather ; correct:  PlayMusic ]
Go to Mick Fleetwood on my Vimeo  [predicted:  GetWeather ; correct:  PlayMusic ]
I would like an outdoor cafeteria for 3  [predicted:  GetWeather ; correct:  BookRestaurant ]
Find a coffeehouse in Illinois for three  [predicted:  GetWeather ; correct:  BookRestaurant ]
Find Secret Command.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find a place for me to eat in Connecticut for 9 and a half months from now  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
What is the current selling price of the novel The Sims 3: Island Paradise?  [predicted:  RateBook ; correct:  SearchCreativeWork ]
play the game Piety Street  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
put on a Serge Robert track  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Can you let me know when Troopers Three is scheduled?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Let me get reservations at a place neighboring Indonesia on August the nineteenth.  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
I'd like to eat in Montana on 10/22/2030  [predicted:  SearchCreativeWork ; correct:  BookRestaurant ]
Book a bar for 6 that has stuffed ham and isn't too faraway from Canarsie - Rockaway Parkway on bennington battle day.  [predicted:  RateBook ; correct:  BookRestaurant ]
Schedule the food truck to be at your place in the distant future.  [predicted:  SearchScreeningEvent ; correct:  BookRestaurant ]
I'm looking for the movie called The Beast that Shouted Love at the Heart of the World.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
What is the cheapest online price for the Instincts saga?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Is it cloudy in the same area of Lynn Shore Reservation  [predicted:  BookRestaurant ; correct:  GetWeather ]
move Josiah Leming to te quiero list  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Go to The Devil in the Deal:50 Secrets to Successful Dealmaking  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
when can I see Dead Snow  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Is The Matinee Idol 06:30 cinema sold out?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to see Outcast.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to see DOA: Dead or Alive at Loews Cineplex Entertainment.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play Man Like Me by heather b.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I'm wondering when I can see Hurry Sundown.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
what time can i see Girls to Marry  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'm looking for The Music of Nashville: Season 3 saga  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
Can this song get added to lunchtime?  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Play some diva house.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Find time for The Thirty Nine Steps  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Put the frl menke song in my comedy top tracks  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
An interesting piece from 1991 please  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Where can I get Harry Potter and the Philosopher’s Stone  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to listen to a concerto from Timour Moutsouraev.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
my té para tres needs Brave and Crazy added on.  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Please open pandora for me  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Is The Two Gladiators playing  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
play The Nubians of Plutonia trailer  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
SCORE:  2897 / 3129  ( 0.9258549057206775 )
I'd like to hear Don Airey's Gonna Raise Hell  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Play the top five melody from 2000  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I want global top 50 to have marit bergman added to it.  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
book Guenther House for 6 on Oct. 24, 2035 in Waddy  [predicted:  RateBook ; correct:  BookRestaurant ]
Looking for novel Build Engine  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to hear the sound track to Mary Macgregor new songs on Iheart  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
play the song Culture and Psychology  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
is it supposed to get colder here on 12/28/2019  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Play music from the playlist Get Your Mind Right  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Will there be sun in the Manassas National Battlefield Park?  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
I need the wather for next week in the Philippines  [predicted:  BookRestaurant ; correct:  GetWeather ]
play the Putrefactive Infestation trailer  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
play the song Memories Are My Only Witness  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'd like to listen to Tom Cochrane's 1990 ep on Zvooq.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Start playing my Disney playlist.  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
What time is Beat the Devil coming on at Mann Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Can you help me search the Two Row Times show?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
put Kan Mikami on Pre-Party R&B Jams  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
What time can I watch Son of Rambow Tonight at Fox Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like hear the song Sit Down and Talk to Me  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find A Feather in Her Hat at Magic Johnson Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
play Blind Company  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
When and where is DistroWatch playing  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play the playlist Feel Good Dinner.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Which cinema can I go to to see Lilly the Witch: The Dragon and the Magic Book?  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
Can you locate the novel, Ismol Family  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
add repent replenish repeat to Classical Moments in Movies  [predicted:  SearchScreeningEvent ; correct:  AddToPlaylist ]
Open google music and play Women of Jazz playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Where can I buy the soundtrack Bridge of Souls  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Rate this book a five  [predicted:  BookRestaurant ; correct:  RateBook ]
Buy novel Brokeback Mountain  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Where is Mother and Child plkaying  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I want a list of showings of Days of Fire at Harkins Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
will Dick Tracy e il gas misterioso start twenty one hours from now  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I'd like to see showings for All the Way Home at Kerasotes Theatres.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find me the song 2 Fast 2 Furious  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I'm looking for the Formula One Championship Edition album  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
casey and I will be in Kentucky for food  [predicted:  GetWeather ; correct:  BookRestaurant ]
Need the book called ANAK  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Book the Ballylickey House for 7/16/2027.  [predicted:  GetWeather ; correct:  BookRestaurant ]
Show me the book Playlist: The Very Best of Dolly Parton  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Is Happy Ghost III at Caribbean Cinemas  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Will it feel nicer in Finland or New Mexico today  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
play The Rest of My Life  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find Shanghaï Express  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
play the album by Paul Barker playing the greatest from 1978  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Start playing something from Iheart  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
I'd like to see Hannah Montana and Miley Cyrus: Best of Both Worlds Concert  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
my té para tres needs Brave and Crazy added on.  [predicted:  GetWeather ; correct:  AddToPlaylist ]
Put the frl menke song in my comedy top tracks  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Look up The Stars Are Indifferent to Astronomy  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Reserve me seating midday at Bear Hotel  [predicted:  GetWeather ; correct:  BookRestaurant ]
Find and play a concerto on Zvooq from 1978 by Ginger Pooley  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Give me some info on when Hands Across the Border will be laying at the cinema.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Need to see if there will be fog  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
Lets hear some Dawood Sarkhosh from their The Power Of Your Love album from Groove Shark  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play a song from my workout playlist on Groove Shark  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Forecast for my current location at 6  [predicted:  RateBook ; correct:  GetWeather ]
Find Mahalakshmi Iyer music on Netflix  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
at my current spot is it going to be hotter on Nov. the eighth  [predicted:  RateBook ; correct:  GetWeather ]
search for the song Banquet for the Damned  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play the playlist, A Mis Niños de 30.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Where can I buy a Barometer Clock  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Can I get The Marine 2 showtimes.  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Do you know of a song by the Mande Studies Association?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Give me the current showtimes for Tarass Boulba.  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
find soundtrack titled The House of the Yellow Carpet  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play the soundtrack for Back to the Future  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Get me Kiss the Crystal Flake  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Play the top five Cemil Bey songs  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I want to listen to my Spain Top 50 playlist on groove shark  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Include Hermann Baumann in my Texas Red Dirt list  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
What type of movie  is Houston Press?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I want to listen to an ep from 1998.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Live In L.aJoseph Meyer please  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Can you make reservations at a tea house that serves fettucine?  [predicted:  SearchScreeningEvent ; correct:  BookRestaurant ]
I'd like to hear the song Impractical Jokers UK  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Rate this book a four.  [predicted:  BookRestaurant ; correct:  RateBook ]
Play me an album by Lunchbox  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play Rap Album One by Gene Vincent.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I need a novel about Polymer Chemistry.  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
find Now and Forever  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
play Monie Love tunes on Google Music from 1984 from her song list  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Look for All That Matters  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
What is the Paranormal Activity: Ghost Dimension album?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Can i get todays showtimes for Le Flic de Beverly Hills 2?  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
What is The Cave Canem Demos photograph?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Where is Winterheart’s Guild  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
When was the soundtrack for Those Were the Days – The Best of Leningrad Cowboys published?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
I want to listen to the song The Loving Spirit  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Go to Your Heart Belongs to Me  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Play the next ep by Video Game Pianist on netflix  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Can you locate West Coast Wrestling Connection  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Play Nightbirds on Nantucket soundtrack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
play the Cabin Fever 2: Spring Fever saga  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
Can you locate The Crucible of Man: Something Wicked Part 2 novel?  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Book a restaurant on June the fifth in Cavour.  [predicted:  BookRestaurant ; correct:  GetWeather ]
put this Tripp Eisen song on canta en la ducha  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Is Mentioned in Confidence at the cinema  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
play the song Red Lanta  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Put 4 points to The Last Island book  [predicted:  BookRestaurant ; correct:  RateBook ]
Will it be cloudy by five PM in Gobler Jersey  [predicted:  RateBook ; correct:  GetWeather ]
I want to give this book zero  [predicted:  BookRestaurant ; correct:  RateBook ]
I'd like to watch Demolition Man at 11:09 PM  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Book a restaurant 1 hour from now in Dorchester Shores Reservation  [predicted:  BookRestaurant ; correct:  GetWeather ]
What time does The Maze start at Cineplex Odeon Corporation  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play a top five Linda Strawberry ep  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
play Myth II: Soulblighter  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I need Top Gear 2, please search it for me.  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
play Baby Workout  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Start up my nostalgic playlist.  [predicted:  GetWeather ; correct:  PlayMusic ]
What time is A Battle of Wits starting?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to hear one of Eric Clapton's most popular melody on Pandora.  [predicted:  BookRestaurant ; correct:  PlayMusic ]
I want to watch the trailer to Worms 2: Armageddon.  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Where can I view the photograph Dinosaur from the Deep?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Search for the Exiles of Time book  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Can you get me The Education of Little Tree song?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
show freezing forcast now within the same area in North Dakota  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
find The Watcher at United Paramount Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Partners in Action at Dickinson Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play Still Life 1  [predicted:  GetWeather ; correct:  PlayMusic ]
She me the Sons of Satan Praise the Lord picture  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
What time could I see A Mile in His Shoes?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play the top 5 by Akira The Don.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
rate The Ghost House series a one  [predicted:  SearchCreativeWork ; correct:  RateBook ]
Play The Lure of the Mask song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Can you locate the saga for the Ringo Sheena discography  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
find National Amusements with Honey, I Shrunk the Kids  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to hear the soundtrack to The Platinum Rule  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Please play something on Iheart from artist Ari Gold last album  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Could I download Chavez: Inside the Coup?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
play the top five songs by Isaac Hayes  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Where can I see The Somme starting at 16:01:04?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play These Four Walls by Yummy Bingham.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Is the start eim 23 hours twenty one minutes and one second from now for Morgan – A Suitable Case for Treatment at Santikos Theatres  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
Give this book a 2.  [predicted:  BookRestaurant ; correct:  RateBook ]
Can you pull up Queen of the Organ  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Please open pandora for me  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Can you play me songs from the Estado de ánimo playlist?  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Open Lastfm and start playing whatever  [predicted:  SearchScreeningEvent ; correct:  PlayMusic ]
Please fine me Worms Clan Wars.  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
give me the showtimes for Down Where The Buffalo Go at Amco Entertainment  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Create a theme station with Jim Creeggan records and collabs  [predicted:  GetWeather ; correct:  PlayMusic ]
Can you get me the All Night Long 3: The Final Chapter novel?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
What time does A King in New York play in Malco Theatres  [predicted:  AddToPlaylist ; correct:  SearchScreeningEvent ]
Search for To Heart 2  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
What time will the Amco Entertainment  be plying The Teeth of the Tiger  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where can I purchase Wuthering Heights  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
play the top five songs by Gad Elbaz  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Find a top fifty zahir howaida concerto from the seventies  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Is The Divine Jetta at Marcus Corporation  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
play If You Go  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Start up my Pachangueo Total playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Add The Block Brochure Welcome to the Soil 6 onto my Café con Leche list  [predicted:  BookRestaurant ; correct:  AddToPlaylist ]
Where can I buy a hardcover copy of the book The Intangibles of Leadership?  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Where can I find Paranormal Activity 3 playing near me 1 hour from now  [predicted:  BookRestaurant ; correct:  SearchScreeningEvent ]
play I Could Write A Book  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Is You Will Meet a Tall Dark Stranger at Bow Tie Cinemas  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
I'd like to listen to Space music  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
When can I see Journey to the End of the Night?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
can you put on Like A Hurricane by Paul Landers  [predicted:  GetWeather ; correct:  PlayMusic ]
I'd like to watch The Freckled Fish at 00:47:43 at Magic Johnson Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Please add james house to bleeps & bloops  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
What will it feel like on patriot's day on South Georgia and the South Sandwich Islands  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
listen to acapella  [predicted:  GetWeather ; correct:  PlayMusic ]
When can I see Salaam-e-Ishq: A Tribute To Love at B&B Theatres?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play The Lousy Dance trailer  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Can this song get added to lunchtime?  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Could you locate the work, All the Times I Cried?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I'd like to watch Broadway Nights at Megaplex Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play me the saga The Party’s Over  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to listen to a concerto from Timour Moutsouraev.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Can you play something off my Kids Workout playlist on Groove Shark  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Is it going to be cloudy in my current spot for dinner?  [predicted:  RateBook ; correct:  GetWeather ]
For the book Icon of Evil  I rate a 2  [predicted:  BookRestaurant ; correct:  RateBook ]
find a painting called The Wipers Times  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Turn on Last Fm  [predicted:  GetWeather ; correct:  PlayMusic ]
when can iw atch Great Balls of Fire! - Vampate di fuoco  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
The ultimate 90s needs avant que l’ombre à bercy in it.  [predicted:  GetWeather ; correct:  AddToPlaylist ]
rate the book The Guernsey Literary and Potato Peel Pie Society a five  [predicted:  BookRestaurant ; correct:  RateBook ]
find War & Peace Vol. 1  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Play trailer of Do Whatever Turns You On  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Is A Short Film About Killing at North American Cinemas  [predicted:  GetWeather ; correct:  SearchScreeningEvent ]
Is it humid in Parc national de Killarney  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
I want tables for 6 at a kosher steakhouse around Kosovo  [predicted:  RateBook ; correct:  BookRestaurant ]
Read The Open Ecology Journal  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Please fine me, Ties That Bind.  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
i want to watch Ghosts of the Abyss at Kerasotes Theatres  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
include pat smear on Guest List Engadget  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
Can you locate the work, Warlock 2: The Exiled?  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
book me a restaurant in Aransas Pass in seventeen hours  [predicted:  BookRestaurant ; correct:  GetWeather ]
Where can I listen to the song The Imposter?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
this chronicle rates a one for First Contact?  [predicted:  GetWeather ; correct:  RateBook ]
Please play me something by New Wave Of American Heavy Metal  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Help me locate The Tristan Betrayal  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
SCORE:  2945 / 3140  ( 0.9378980891719745 )
book Guenther House for 6 on Oct. 24, 2035 in Waddy  [predicted:  RateBook ; correct:  BookRestaurant ]
Will it be windy at two PM in France?  [predicted:  RateBook ; correct:  GetWeather ]
I'd like to hear Cry Baby Cry by Ally Kerr.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I'm wondering if I can watch Heyy Babyy at a cinema.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Looking for Kepler scientific workflow system  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
my té para tres needs Brave and Crazy added on.  [predicted:  SearchCreativeWork ; correct:  AddToPlaylist ]
I want the video game Two More Years  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
