where is My Song Goes Forth playing  [predicted:  PlayMusic ; correct:  SearchScreeningEvent ]
Live In L.aJoseph Meyer please  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
What is the current selling price of the novel The Sims 3: Island Paradise?  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Plpay my Disco Fever playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I'd like to see the movie The Ooze  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
find The Flying Ace  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find The Broken  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play Clásicos del Hip Hop Español  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
play the song Evocation I – The Arcane Dominion  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Where can I get Intel Array Building Blocks  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play the Seamus Heaney Collected Poems song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
play Bliss Torn from Emptiness  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Rate trailer Geek Chic  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Find the movie Girl on the Trapeze  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
is there a program about The Last Flight?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Will the sun come out here  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
can you put on Like A Hurricane by Paul Landers  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play A Sudden Rainstorm playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
find Amanda Palmer Goes Down Under  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
SCORE:  3073 / 3140  ( 0.9786624203821656 )
Find Half Cut Tea.  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Find Think: act  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I want to listen to Keep the Faith  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play Richard Fortus' Live Collection.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
I'd like to play the album Clarke  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Live In L.aJoseph Meyer please  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
What is the Paranormal Activity: Ghost Dimension album?  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
Show me Dangers of the Canadian Mounted  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find the movie Splendor in the Grass  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Where can I get Intel Array Building Blocks  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play me the soundtrack for Nothing Personal.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'd like to watch Miss Congeniality  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
When is sunrise for AR  [predicted:  BookRestaurant ; correct:  GetWeather ]
Go to Your Heart Belongs to Me  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I want to hear my Entre los Andes playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I want to listen to the soundtrack Bed of Roses  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find Wish You Were Here, a movie  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
looking for Free Four: Tobias Tells the Divergent Knife-Throwing Scene  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
play the song Red Lanta  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find A man needs a maid  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Put The Silent Enigma album by Yoko Kanno  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
find Time Squared  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
show movie CrossGenesis  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Where can I listen to the soundtrack of Gibraltar: Britain in the Sun  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
show schedule for Cin cin  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I'd like to see Confessions of an Indian Teenager  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
play the song Culture and Psychology  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find To Each His Own Cinema, an album  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Plpay my Disco Fever playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I need some Hardcore Hip Hop  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Go to The Devil in the Deal:50 Secrets to Successful Dealmaking  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
When and where is DistroWatch playing  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Where is Belgium located  [predicted:  BookRestaurant ; correct:  GetWeather ]
Give me a link to the A Little Something for Us Tempunauts soundtrack.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
book of Two for the Road  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Who published the novel JamesEdition?  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Where can I find the picture of House Foundation  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
play Closer to the Sun album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want The Complete Global Albums Collection  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
play Hell House song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find NHL on Fox  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play Pirates of the Caribbean Online  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Can you pull up the American Music Awards of 1975  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to watch Strange Brother  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I want to hear the soundtrack to The Platinum Rule  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
put on a Serge Robert track  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
What is Love in a Mist?  [predicted:  AddToPlaylist ; correct:  SearchCreativeWork ]
Please find the movie, A Jingle with Jillian.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I want to watch the movie X Window Display Manager  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I'd like to play the album Beloved Rogues  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Can you please get me the book Dracula 5: The Blood Legacy?  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Find the Blood Red Sandman  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I need to find Best of the West Rides Again  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
What time does Kraken: Tentacles of the Deep play  [predicted:  PlayMusic ; correct:  SearchScreeningEvent ]
can you put on Like A Hurricane by Paul Landers  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play the Knockabout soundtrack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play me the soundtrack Ready  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'd like to see the book City University of Hong Kong Law Review  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
show schedule for Loved by Thousands  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I'd like hear the song Sit Down and Talk to Me  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'd like to see the movie The Ooze  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play Post Garage Wave Revival playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I'd like to see the movie Edinburgh Evening News  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
find Amanda Palmer Goes Down Under  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I want to hear the new Latin Pop Rising list  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
find the movie Shake Your Spirit  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
find Thyme Travel  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play the Seamus Heaney Collected Poems song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play my Frescura Indie playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
find the movie Ircle  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Where can I find the movie The National Law Review  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
play the song Evocation I – The Arcane Dominion  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
What is the current selling price of the novel The Sims 3: Island Paradise?  [predicted:  RateBook ; correct:  SearchCreativeWork ]
I want to listen to the Music of Ghost in the Shell: Stand Alone Complex  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find Cover Her Face  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Where is Winterheart’s Guild  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
Play Still Life 1  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
play used to love her to my this is animal collective playlist  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Give me a link to the saga called Copper – Justice is brutal  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Play my Trabajo Relax playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Go to the movie The Best of Pirates of the Mississippi  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I'd like to hear the song Daimidaler: Prince vs Penguin Empire  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Rate trailer Geek Chic  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Play my Éxitos España playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
play Bliss Torn from Emptiness  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Please play playlist TODO REGGAETON  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play A Sudden Rainstorm playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
the next book is worth two  [predicted:  BookRestaurant ; correct:  RateBook ]
play the song Memories Are My Only Witness  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
SCORE:  3051 / 3140  ( 0.971656050955414 )
Book a restaurant 1 hour from now in Dorchester Shores Reservation  [predicted:  BookRestaurant ; correct:  GetWeather ]
Find the schedule for A Kiss Before Dying.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want to see Train  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
play If You Go  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play The Crowd: A Study of the Popular Mind soundtrack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find Set the Thames on Fire for seventeen  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find On Dress Parade  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
show the movie Move Any Mountain  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Where can i see Love Me Tonight  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find The Flying Ace  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Start up my Pachangueo Total playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
play Pop 2017 Picks  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Show me the movie Purple Heart Diary.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find the movie Splendor in the Grass  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Can you please get me the book Dracula 5: The Blood Legacy?  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
play the song S.F. sound furniture  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
play Seven Steps To Heaven by Wikluh Sky  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Find The Case of the Frightened Lady.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Please look for The Pagans at movie house.  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play The Lure of the Mask song  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
play Cry Baby Lane  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play Step Up Your Game by Marc Cohn.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Do you have something like Impossible Is Nothing by Abderrahmane Abdelli?  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I want Sugarfoot  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Where to get the movie Fear of a Black Hat  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
find The Broken  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Welcome to the El-Palacio, a movie  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
show Thousand Miles movie  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play me Memoirs of Modern Love: Curious Age  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find Unfinished portrait of General Bonaparte  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I'd like to hear the song Impractical Jokers UK  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play my Hot 50 playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
find Naomi & Wynonna: Love Can Build a Bridge  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play my Electro Sur playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
play The Catholic Sun album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find Hear Me Good  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play Nightbirds on Nantucket soundtrack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Show me the I Can Hear the Sea movie  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
When can I catch a screening of Shivers in Summer?  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Where can I listen to the song The Imposter?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find Wild at Heart  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Start up my nostalgic playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
I'd like to watch The Utopian Society  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Show me the movie Sonic Triple Trouble  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Where can I see the show Kind of Glue?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
When is sunrise for AR  [predicted:  BookRestaurant ; correct:  GetWeather ]
Where is Belgium located  [predicted:  BookRestaurant ; correct:  GetWeather ]
Need to see if there will be fog  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
play The Rest of My Life  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
is there a Chinese Wikipedia  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Will it be overcast at 18 o'clock in ID  [predicted:  BookRestaurant ; correct:  GetWeather ]
Play my Masters of Metal playlist on Spotify  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play my Mellow Beats playlist please  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Wish to hear the album Since I Saw You Last  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to hear my Entre los Andes playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play my Jazz Brasileiro playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Find the movie CURL  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
play I Could Write A Book  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
find At This Point in Time  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play the soundtrack for The Lord of the Rings: Conquest  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play Llegando a Casa playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
What type of movie  is Houston Press?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
play Off the Ground  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find Three in the Attic  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Show me when and where I can see Song of Summer  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
play Baby Workout  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Find time for Ace of the Saddle  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Put The Silent Enigma album by Yoko Kanno  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
find Careless Love  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Play me the song Aap To Aise Na The.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
play Blind Company  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
What is the television show Phil Ochs: There but for Fortune playing  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play The Aviation Cocktail album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Go to the movie Welcome to Tokyo  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
play Myth II: Soulblighter  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
ad i should have known better to this is bb king  [predicted:  SearchScreeningEvent ; correct:  AddToPlaylist ]
When can I see Ghost World  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
play Live at Leeds  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
fimd Glory  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
put on a Serge Robert track  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
show the show The Son of Tarzan  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
What are the timings for Starship Troopers 2?  [predicted:  RateBook ; correct:  SearchScreeningEvent ]
Play me an album by Lunchbox  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
play The New Noise Theology E.P.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
where can i watch Willy Wonka & the Chocolate Factory  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
find Half a Truth  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I'd like to see Apartment Hunting.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I need some Hardcore Hip Hop  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
find Heat Wave  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find the Fields of Sacrifice movie  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Will the sun come out here  [predicted:  SearchCreativeWork ; correct:  GetWeather ]
SCORE:  3049 / 3140  ( 0.9710191082802547 )
Find the movie Poison Ivy: The New Seduction  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find The Case of the Frightened Lady.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Start up my nostalgic playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
What song is Detective Conan: Dimensional Sniper  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
ad i should have known better to this is bb king  [predicted:  SearchScreeningEvent ; correct:  AddToPlaylist ]
play I Could Write A Book  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
The Forest should be rated a four  [predicted:  BookRestaurant ; correct:  RateBook ]
find Check In  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
play Cry Baby Lane  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Can you get me the Snowman's Land movie?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play the soundtrack for The Lord of the Rings: Conquest  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
when can i see We and Our Mountains  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I need to see Cristo in India  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
show the movie Move Any Mountain  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
is there a program about The Last Flight?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I need the book titled Lullaby of Broadway  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
find The Bride  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Find me the Balance and Timing book  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
What is the television show Phil Ochs: There but for Fortune playing  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Please look up the Around the World in Eighty Days movie.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I'd like to see Spyforce  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I want to hear the new Latin Pop Rising list  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play The XYY Man soundtrack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play The Aviation Cocktail album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to listen to the soundtrack And Then There Was Light  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find Welcome to the El-Palacio, a movie  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Get me Kiss the Crystal Flake  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Please find me the book Step Into My Groove.  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Play my Black Sabbath: The Dio Years playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
What is the book Sell Your Body?  [predicted:  RateBook ; correct:  SearchCreativeWork ]
Play my Trabajo Relax playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Can i see the Encounters?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play my Éxitos España playlist  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Please find me The Hanging Valley movie.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Where to get the movie Fear of a Black Hat  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I'd like to play the song In a Reverie  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Is it better in Holi or here  [predicted:  SearchScreeningEvent ; correct:  GetWeather ]
Play Richard Fortus' Live Collection.  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
find Playground, a book  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
play Off the Ground  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play Still Life 1  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
Play Post Garage Wave Revival playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Start up my Pachangueo Total playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Can you find me the Stand Proud book?  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Play me Memoirs of Modern Love: Curious Age  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Find the movie CURL  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find Later That Evening  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play my Electro Sur playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
i want to watch Mister Cool  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
I want Sugarfoot  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
I want to see Plague Soundscapes  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Listen to Dragon Ball: Music Collection  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play The Crowd: A Study of the Popular Mind soundtrack  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Go to the movie Welcome to Tokyo  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
At meal time while I'm here will it be hot?  [predicted:  SearchScreeningEvent ; correct:  GetWeather ]
find Endless Horizons  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
play The Catholic Sun album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find Un weekend da bamboccioni  [predicted:  SearchCreativeWork ; correct:  SearchScreeningEvent ]
Show me Heavenly Sword  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
fimd Glory  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Plpay my Disco Fever playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
play used to love her to my this is animal collective playlist  [predicted:  PlayMusic ; correct:  AddToPlaylist ]
Can you find me the movie The Countess?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play me the song Aap To Aise Na The.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
What time does Kraken: Tentacles of the Deep play  [predicted:  PlayMusic ; correct:  SearchScreeningEvent ]
Find the Fields of Sacrifice movie  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Go to Attack of the Planet Smashers  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
find Unfinished portrait of General Bonaparte  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find me a movie with the name Oshin  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Bring up the book Perfume: The Story of a Murderer  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Can you get me the Growing Artichokes in Mimongo movie?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
play The New Noise Theology E.P.  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play A Sudden Rainstorm playlist.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
is there a Chinese Wikipedia  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
show  of From South Africa to South Carolina  [predicted:  GetWeather ; correct:  SearchCreativeWork ]
play the song S.F. sound furniture  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Wish to hear the album Since I Saw You Last  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Play Another Passenger from Louis Nelson Delisle.  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Can you find me the movie, The Girl and the General?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I want to see Breathless  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find Head Start  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
I'd like to see Apartment Hunting.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Find me the movie with the title of Twitches  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Can I hear the song Visual Audio Sensory Theater?  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Can you find me the Children of Jerusalem: Yehuda movie?  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
play Live at Leeds  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Find the movie Girl on the Trapeze  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Show me the movie Purple Heart Diary.  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
SCORE:  3052 / 3140  ( 0.9719745222929936 )
I want the song Phrazes for the Young  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
play The Catholic Sun album  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I'd like to see Spyforce  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
play the song S.F. sound furniture  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
play the album The Outpost  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want Sugarfoot  [predicted:  BookRestaurant ; correct:  SearchCreativeWork ]
Find The Press of Atlantic City movie  [predicted:  SearchScreeningEvent ; correct:  SearchCreativeWork ]
Play my Masters of Metal playlist on Spotify  [predicted:  AddToPlaylist ; correct:  PlayMusic ]
Play the song Aura II: The Sacred Rings  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
I want to listen to the song Shamus  [predicted:  PlayMusic ; correct:  SearchCreativeWork ]
Can you play the Star Tales album by Colleen?  [predicted:  SearchCreativeWork ; correct:  PlayMusic ]
