b'adeus'  [predicted:  get ; correct:  bye ]
b'pacote'  [predicted:  get ; correct:  add ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  get ; correct:  help ]
b'tchau'  [predicted:  get ; correct:  bye ]
b'Todos'  [predicted:  get ; correct:  get ]
b'Cadastrar encomenda'  [predicted:  get ; correct:  add ]
b'J\xc3\xa1 se moveu?'  [predicted:  get ; correct:  get ]
TIME:  0.0071179866790771484
SCORE:  9 / 30  ( 0.3 )
b'favor cadastrar o codigo de rastreio'  [predicted:  get ; correct:  add ]
b'Como voc\xc3\xaa funciona'  [predicted:  get ; correct:  help ]
b'Cadastrar'  [predicted:  get ; correct:  add ]
b'Gostaria de retirar'  [predicted:  get ; correct:  delete ]
b'Gostaria de Rastrear um objeto'  [predicted:  get ; correct:  add ]
b'At\xc3\xa9 logo'  [predicted:  get ; correct:  bye ]
b'Gostaria de registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'At\xc3\xa9 mais'  [predicted:  get ; correct:  bye ]
b'cancelar'  [predicted:  get ; correct:  cancel ]
b'gostaria de procurar um objeto'  [predicted:  get ; correct:  get ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Consulta'  [predicted:  get ; correct:  get ]
b'caralho'  [predicted:  get ; correct:  bad ]
b'Quero registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Como cadastro uma encomenda?'  [predicted:  get ; correct:  help ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  get ; correct:  greeting ]
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'Como cadastro?'  [predicted:  get ; correct:  help ]
b'gostaria de cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'boa noite'  [predicted:  get ; correct:  greeting ]
b'boa tarde'  [predicted:  get ; correct:  greeting ]
b'Gostaria de retirar uma encomenda'  [predicted:  get ; correct:  delete ]
b'Gostaria de registrar'  [predicted:  get ; correct:  add ]
b'Burro'  [predicted:  get ; correct:  bad ]
b'cancela'  [predicted:  get ; correct:  cancel ]
b'adicionar um novo pacote'  [predicted:  get ; correct:  add ]
b'bom dia'  [predicted:  get ; correct:  greeting ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
TIME:  0.006797075271606445
SCORE:  4 / 30  ( 0.13333333333333333 )
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Quero ver meus produtos'  [predicted:  get ; correct:  get ]
b'gostaria de cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Como cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  get ; correct:  help ]
b'Como cadastra a encomenda'  [predicted:  get ; correct:  help ]
b'como pode me ajudar'  [predicted:  get ; correct:  help ]
b'Como funciona'  [predicted:  get ; correct:  help ]
b'At\xc3\xa9 mais'  [predicted:  get ; correct:  bye ]
b'Como cadastrar um objeto?'  [predicted:  get ; correct:  help ]
b'Tudo bem'  [predicted:  get ; correct:  ok ]
b'At\xc3\xa9 logo'  [predicted:  get ; correct:  bye ]
b'Como cadastra?'  [predicted:  get ; correct:  help ]
b'Eu quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Quero registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  get ; correct:  add ]
b'Quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'adicionar um novo pacote'  [predicted:  get ; correct:  add ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  get ; correct:  add ]
b'Todas'  [predicted:  get ; correct:  get ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Rastrear encomenda'  [predicted:  get ; correct:  get ]
b'Como?'  [predicted:  get ; correct:  help ]
b'Todos'  [predicted:  get ; correct:  get ]
b'favor cadastrar o codigo de rastreio'  [predicted:  get ; correct:  add ]
b'Entrega'  [predicted:  get ; correct:  get ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  get ; correct:  help ]
b'Encomenda'  [predicted:  get ; correct:  get ]
b'Gostaria de Rastrear um objeto'  [predicted:  get ; correct:  add ]
b'Rastrear'  [predicted:  get ; correct:  get ]
TIME:  0.007077932357788086
SCORE:  9 / 30  ( 0.3 )
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  get ; correct:  help ]
b'descadastrar'  [predicted:  get ; correct:  delete ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'Gostaria de retirar'  [predicted:  get ; correct:  delete ]
b'Muito obrigada'  [predicted:  get ; correct:  thanks ]
b'Rastrear'  [predicted:  get ; correct:  get ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Como funciona'  [predicted:  get ; correct:  help ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  get ; correct:  help ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  get ; correct:  help ]
b'Minhas encomendas'  [predicted:  get ; correct:  get ]
b'Chega q dia?'  [predicted:  get ; correct:  get ]
b'Como voc\xc3\xaa funciona'  [predicted:  get ; correct:  help ]
b'Gostaria de retirar uma encomenda'  [predicted:  get ; correct:  delete ]
b'C\xc3\xb3digo'  [predicted:  get ; correct:  get ]
b'Entrega'  [predicted:  get ; correct:  get ]
b'Encomenda'  [predicted:  get ; correct:  get ]
b'como pode me ajudar'  [predicted:  get ; correct:  help ]
b'Consulta'  [predicted:  get ; correct:  get ]
b'Rastrear encomenda'  [predicted:  get ; correct:  get ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'Como cadastrar um objeto?'  [predicted:  get ; correct:  help ]
b'Meus objetos'  [predicted:  get ; correct:  get ]
b'Como cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Eu quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  get ; correct:  help ]
b'deletar'  [predicted:  get ; correct:  delete ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  get ; correct:  help ]
b'Quero ver meus produtos'  [predicted:  get ; correct:  get ]
TIME:  0.008240938186645508
SCORE:  12 / 30  ( 0.4 )
b'Burro'  [predicted:  help ; correct:  bad ]
b'Rastrear'  [predicted:  help ; correct:  get ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  help ; correct:  cancel ]
b'Quero rastrear uma encomenda'  [predicted:  help ; correct:  get ]
b'Registrar'  [predicted:  help ; correct:  add ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  help ; correct:  get ]
b'Cadastrar'  [predicted:  help ; correct:  add ]
b'Registrar uma encomenda'  [predicted:  help ; correct:  add ]
b'Muito obrigado'  [predicted:  help ; correct:  thanks ]
b'Todas'  [predicted:  help ; correct:  get ]
b'At\xc3\xa9 mais'  [predicted:  help ; correct:  bye ]
b'adicionar um novo pacote'  [predicted:  help ; correct:  add ]
b'Quero fazer um rastreamento'  [predicted:  help ; correct:  get ]
b'Tudo bem, tchau'  [predicted:  help ; correct:  bye ]
b'J\xc3\xa1 se moveu?'  [predicted:  help ; correct:  get ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  help ; correct:  bad ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  help ; correct:  help ]
b'Quero rastrear um pacote'  [predicted:  help ; correct:  get ]
b'Vai tomar no cu'  [predicted:  help ; correct:  bad ]
b'Todos'  [predicted:  help ; correct:  get ]
b'Visualizar rastreamento'  [predicted:  help ; correct:  get ]
b'Tudo bem'  [predicted:  help ; correct:  ok ]
b'bom dia'  [predicted:  help ; correct:  greeting ]
b'At\xc3\xa9 logo'  [predicted:  help ; correct:  bye ]
b'J\xc3\xa1 cadastrou?'  [predicted:  help ; correct:  get ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  help ; correct:  help ]
b'Quero ver meus produtos'  [predicted:  help ; correct:  get ]
b'N\xc3\xa3o'  [predicted:  help ; correct:  cancel ]
b'Rastrear encomenda'  [predicted:  help ; correct:  get ]
b'rastrear um objeto'  [predicted:  help ; correct:  get ]
TIME:  0.007461071014404297
SCORE:  2 / 30  ( 0.06666666666666667 )
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  get ; correct:  help ]
b'sai'  [predicted:  get ; correct:  cancel ]
b'J\xc3\xa1 cadastrou?'  [predicted:  get ; correct:  get ]
b'rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Listar comandos'  [predicted:  get ; correct:  help ]
b'Gostaria de fazer um rastreamento'  [predicted:  get ; correct:  add ]
b'J\xc3\xa1 se moveu?'  [predicted:  get ; correct:  get ]
b'Como cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Registrar'  [predicted:  get ; correct:  add ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  get ; correct:  help ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'Gostaria de retirar uma encomenda'  [predicted:  get ; correct:  delete ]
b'Retirar'  [predicted:  get ; correct:  delete ]
b'Me ajuda'  [predicted:  get ; correct:  help ]
b'Gostaria de retirar'  [predicted:  get ; correct:  delete ]
b'Remover'  [predicted:  get ; correct:  delete ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  get ; correct:  help ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  get ; correct:  help ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'Gostaria de rastrear um objeto agora'  [predicted:  get ; correct:  add ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Gostaria de fazer um cadastro'  [predicted:  get ; correct:  add ]
b'Meus itens'  [predicted:  get ; correct:  get ]
b'C\xc3\xb3digo'  [predicted:  get ; correct:  get ]
b'Como eu fa\xc3\xa7o?'  [predicted:  get ; correct:  help ]
b'Chega q dia?'  [predicted:  get ; correct:  get ]
b'Como cadastrar um objeto?'  [predicted:  get ; correct:  help ]
TIME:  0.006711006164550781
SCORE:  8 / 30  ( 0.26666666666666666 )
b'Como cadastro?'  [predicted:  get ; correct:  help ]
b'adicionar'  [predicted:  get ; correct:  add ]
b'tenha um bom dia'  [predicted:  get ; correct:  greeting ]
b'Gostaria de Rastrear um objeto'  [predicted:  get ; correct:  add ]
b'Encomenda'  [predicted:  get ; correct:  get ]
b'Entrega'  [predicted:  get ; correct:  get ]
b'cancela'  [predicted:  get ; correct:  cancel ]
b'cancelar'  [predicted:  get ; correct:  cancel ]
b'Gostaria de retirar'  [predicted:  get ; correct:  delete ]
b'Todas'  [predicted:  get ; correct:  get ]
b'Gostaria de fazer um rastreamento'  [predicted:  get ; correct:  add ]
b'Gostaria de retirar uma encomenda'  [predicted:  get ; correct:  delete ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'favor cadastrar o codigo de rastreio'  [predicted:  get ; correct:  add ]
b'caralho'  [predicted:  get ; correct:  bad ]
b'Eu quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Todos'  [predicted:  get ; correct:  get ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  get ; correct:  help ]
b'gostaria de cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'sair'  [predicted:  get ; correct:  cancel ]
b'Gostaria de rastrear um objeto agora'  [predicted:  get ; correct:  add ]
b'Gostaria de fazer um cadastro'  [predicted:  get ; correct:  add ]
b'adicionar objeto'  [predicted:  get ; correct:  add ]
b'Tudo bem'  [predicted:  get ; correct:  ok ]
b'Onde esta a minha encomenda'  [predicted:  get ; correct:  get ]
b'adeus'  [predicted:  get ; correct:  bye ]
b'Como cadastro uma encomenda?'  [predicted:  get ; correct:  help ]
b'tchau'  [predicted:  get ; correct:  bye ]
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
TIME:  0.006836891174316406
SCORE:  6 / 30  ( 0.2 )
b'cad\xc3\xaa minha encomenda'  [predicted:  get ; correct:  get ]
b'boa noite'  [predicted:  get ; correct:  greeting ]
b'adicionar um novo pacote'  [predicted:  get ; correct:  add ]
b'Gostaria de rastrear um objeto agora'  [predicted:  get ; correct:  add ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  get ; correct:  help ]
b'Muito obrigado'  [predicted:  get ; correct:  thanks ]
b'Lista'  [predicted:  get ; correct:  get ]
b'Gostaria de fazer um cadastro'  [predicted:  get ; correct:  add ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  get ; correct:  help ]
b'At\xc3\xa9 mais'  [predicted:  get ; correct:  bye ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  get ; correct:  help ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  get ; correct:  cancel ]
b'adicionar'  [predicted:  get ; correct:  add ]
b'adeus'  [predicted:  get ; correct:  bye ]
b'boa tarde'  [predicted:  get ; correct:  greeting ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Como cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'adicionar objeto'  [predicted:  get ; correct:  add ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  get ; correct:  greeting ]
b'N\xc3\xa3o'  [predicted:  get ; correct:  cancel ]
b'cad\xc3\xaa'  [predicted:  get ; correct:  get ]
b'Gostaria de fazer um rastreamento'  [predicted:  get ; correct:  add ]
b'Cadastrar uma nova encomenda'  [predicted:  get ; correct:  add ]
b'At\xc3\xa9 logo'  [predicted:  get ; correct:  bye ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'descadastrar'  [predicted:  get ; correct:  delete ]
b'deletar'  [predicted:  get ; correct:  delete ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  get ; correct:  help ]
b'Listar'  [predicted:  get ; correct:  get ]
b'Como cadastrar um objeto?'  [predicted:  get ; correct:  help ]
TIME:  0.008812665939331055
SCORE:  6 / 30  ( 0.2 )
b'Rastrear encomenda'  [predicted:  get ; correct:  get ]
b'Quero ver meus produtos'  [predicted:  get ; correct:  get ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Quero cadastrar'  [predicted:  get ; correct:  add ]
b'Remover'  [predicted:  get ; correct:  delete ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  get ; correct:  cancel ]
b'N\xc3\xa3o'  [predicted:  get ; correct:  cancel ]
b'boa noite'  [predicted:  get ; correct:  greeting ]
b'Rastrear'  [predicted:  get ; correct:  get ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  get ; correct:  help ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'como pode me ajudar'  [predicted:  get ; correct:  help ]
b'boa tarde'  [predicted:  get ; correct:  greeting ]
b'Cadastrar encomenda'  [predicted:  get ; correct:  add ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  get ; correct:  saymyname ]
b'At\xc3\xa9 mais'  [predicted:  get ; correct:  bye ]
b'adicionar um novo pacote'  [predicted:  get ; correct:  add ]
b'Muito obrigado'  [predicted:  get ; correct:  thanks ]
b'Cadastro'  [predicted:  get ; correct:  add ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  get ; correct:  get ]
b'sai'  [predicted:  get ; correct:  cancel ]
b'Meus itens'  [predicted:  get ; correct:  get ]
b'Como funciona'  [predicted:  get ; correct:  help ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  get ; correct:  help ]
b'Me ajuda'  [predicted:  get ; correct:  help ]
b'At\xc3\xa9 logo'  [predicted:  get ; correct:  bye ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  get ; correct:  greeting ]
b'Listar comandos'  [predicted:  get ; correct:  help ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  get ; correct:  add ]
b'Retirar'  [predicted:  get ; correct:  delete ]
TIME:  0.006749868392944336
SCORE:  7 / 30  ( 0.23333333333333334 )
b'Como cadastrar um objeto?'  [predicted:  get ; correct:  help ]
b'Listar'  [predicted:  get ; correct:  get ]
b'oi'  [predicted:  get ; correct:  welcome ]
b'Quero cadastrar'  [predicted:  get ; correct:  add ]
b'J\xc3\xa1 cadastrou?'  [predicted:  get ; correct:  get ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  get ; correct:  saymyname ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'Cadastro'  [predicted:  get ; correct:  add ]
b'Como funciona'  [predicted:  get ; correct:  help ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'Ajuda'  [predicted:  get ; correct:  help ]
b'Apagar'  [predicted:  get ; correct:  delete ]
b'Cadastrar encomenda'  [predicted:  get ; correct:  add ]
b'Obrigado'  [predicted:  get ; correct:  thanks ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  get ; correct:  help ]
b'Lista'  [predicted:  get ; correct:  get ]
b'como pode me ajudar'  [predicted:  get ; correct:  help ]
b'Qual seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'J\xc3\xa1 se moveu?'  [predicted:  get ; correct:  get ]
b'Obrigada'  [predicted:  get ; correct:  thanks ]
b'Como cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  get ; correct:  help ]
b'Como cadastra a encomenda'  [predicted:  get ; correct:  help ]
b'Beleza'  [predicted:  get ; correct:  ok ]
b'Como?'  [predicted:  get ; correct:  help ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Qual o seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Como cadastra?'  [predicted:  get ; correct:  help ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  get ; correct:  add ]
TIME:  0.0070879459381103516
SCORE:  7 / 30  ( 0.23333333333333334 )
b'tchau'  [predicted:  get ; correct:  bye ]
b'Remover'  [predicted:  get ; correct:  delete ]
b'Como cadastrar um objeto?'  [predicted:  get ; correct:  help ]
b'sair'  [predicted:  get ; correct:  cancel ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  get ; correct:  saymyname ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  get ; correct:  help ]
b'J\xc3\xa1 cadastrou?'  [predicted:  get ; correct:  get ]
b'boa noite'  [predicted:  get ; correct:  greeting ]
b'como sou notificado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'como sou avisado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'J\xc3\xa1 se moveu?'  [predicted:  get ; correct:  get ]
b'Quero cadastrar'  [predicted:  get ; correct:  add ]
b'At\xc3\xa9 mais'  [predicted:  get ; correct:  bye ]
b'tenha um bom dia'  [predicted:  get ; correct:  greeting ]
b'Listar'  [predicted:  get ; correct:  get ]
b'Como cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Retirar'  [predicted:  get ; correct:  delete ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'At\xc3\xa9 logo'  [predicted:  get ; correct:  bye ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  get ; correct:  greeting ]
b'sai'  [predicted:  get ; correct:  cancel ]
b'descadastrar'  [predicted:  get ; correct:  delete ]
b'adicionar um novo pacote'  [predicted:  get ; correct:  add ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  get ; correct:  help ]
b'Lista'  [predicted:  get ; correct:  get ]
b'deletar'  [predicted:  get ; correct:  delete ]
b'boa tarde'  [predicted:  get ; correct:  greeting ]
TIME:  0.006878852844238281
SCORE:  6 / 30  ( 0.2 )
b'Cadastro'  [predicted:  get ; correct:  add ]
b'Gostaria de retirar uma encomenda'  [predicted:  get ; correct:  delete ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  get ; correct:  add ]
b'At\xc3\xa9 mais'  [predicted:  get ; correct:  bye ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  get ; correct:  add ]
b'adicionar um novo pacote'  [predicted:  get ; correct:  add ]
b'Como cadastro?'  [predicted:  get ; correct:  help ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'Quero rastrear um pacote'  [predicted:  get ; correct:  get ]
b'Como cadastro uma encomenda?'  [predicted:  get ; correct:  help ]
b'Quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'\xc3\x93timo!'  [predicted:  get ; correct:  ok ]
b'como sou notificado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Quero fazer um rastreamento'  [predicted:  get ; correct:  get ]
b'Gostaria de retirar'  [predicted:  get ; correct:  delete ]
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'At\xc3\xa9 logo'  [predicted:  get ; correct:  bye ]
b'Cadastrar encomenda'  [predicted:  get ; correct:  add ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  get ; correct:  add ]
b'pacote'  [predicted:  get ; correct:  add ]
b'J\xc3\xa1 se moveu?'  [predicted:  get ; correct:  get ]
b'como sou avisado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Quero rastrear uma encomenda'  [predicted:  get ; correct:  get ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  get ; correct:  help ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'Quero registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'J\xc3\xa1 cadastrou?'  [predicted:  get ; correct:  get ]
TIME:  0.006886005401611328
SCORE:  7 / 30  ( 0.23333333333333334 )
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'Muito obrigada'  [predicted:  get ; correct:  thanks ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  get ; correct:  help ]
b'ok'  [predicted:  get ; correct:  ok ]
b'Meus objetos'  [predicted:  get ; correct:  get ]
b'Lista'  [predicted:  get ; correct:  get ]
b'Gostaria de Rastrear um objeto'  [predicted:  get ; correct:  add ]
b'deletar'  [predicted:  get ; correct:  delete ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  get ; correct:  help ]
b'favor cadastrar o codigo de rastreio'  [predicted:  get ; correct:  add ]
b'Listar'  [predicted:  get ; correct:  get ]
b'sair'  [predicted:  get ; correct:  cancel ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  get ; correct:  help ]
b'como sou avisado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'tchau'  [predicted:  get ; correct:  bye ]
b'Minhas encomendas'  [predicted:  get ; correct:  get ]
b'tenha um bom dia'  [predicted:  get ; correct:  greeting ]
b'descadastrar'  [predicted:  get ; correct:  delete ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  get ; correct:  greeting ]
b'C\xc3\xb3digo'  [predicted:  get ; correct:  get ]
b'boa tarde'  [predicted:  get ; correct:  greeting ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  get ; correct:  welcome ]
b'boa noite'  [predicted:  get ; correct:  greeting ]
b'como sou notificado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Ol\xc3\xa1'  [predicted:  get ; correct:  welcome ]
b'Chega q dia?'  [predicted:  get ; correct:  get ]
b'gostaria de cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
TIME:  0.008816957473754883
SCORE:  9 / 30  ( 0.3 )
b'Beleza'  [predicted:  get ; correct:  ok ]
b'J\xc3\xa1 se moveu?'  [predicted:  get ; correct:  get ]
b'Apagar'  [predicted:  get ; correct:  delete ]
b'Listar comandos'  [predicted:  get ; correct:  help ]
b'Remover'  [predicted:  get ; correct:  delete ]
b'Retirar'  [predicted:  get ; correct:  delete ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  get ; correct:  help ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'sai'  [predicted:  get ; correct:  cancel ]
b'J\xc3\xa1 cadastrou?'  [predicted:  get ; correct:  get ]
b'Qual o seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Ajuda'  [predicted:  get ; correct:  help ]
b'Como cadastro uma encomenda?'  [predicted:  get ; correct:  help ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  get ; correct:  help ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  get ; correct:  help ]
b'Como cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Como cadastrar um objeto?'  [predicted:  get ; correct:  help ]
b'Meus itens'  [predicted:  get ; correct:  get ]
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'Como cadastra a encomenda'  [predicted:  get ; correct:  help ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  get ; correct:  get ]
b'Como cadastra?'  [predicted:  get ; correct:  help ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  get ; correct:  bad ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  get ; correct:  help ]
b'Me ajuda'  [predicted:  get ; correct:  help ]
b'Como?'  [predicted:  get ; correct:  help ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'Como cadastro?'  [predicted:  get ; correct:  help ]
b'Qual seu nome ?'  [predicted:  get ; correct:  saymyname ]
