b'Consultar'  [predicted:  get ; correct:  get ]
b'Quero ver meus produtos'  [predicted:  get ; correct:  get ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Encomenda'  [predicted:  get ; correct:  get ]
b'Entrega'  [predicted:  get ; correct:  get ]
b'Gostaria de registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'gostaria de procurar um objeto'  [predicted:  get ; correct:  get ]
b'cancelar'  [predicted:  get ; correct:  cancel ]
b'Gostaria de registrar'  [predicted:  get ; correct:  add ]
b'Rastrear encomenda'  [predicted:  get ; correct:  get ]
b'como sou avisado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
TIME:  0.19115805625915527
SCORE:  9 / 30  ( 0.3 )
b'Burro'  [predicted:  get ; correct:  bad ]
b'favor cadastrar o codigo de rastreio'  [predicted:  get ; correct:  add ]
b'pacote'  [predicted:  get ; correct:  add ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  get ; correct:  greeting ]
b'bom dia'  [predicted:  get ; correct:  greeting ]
b'Gostaria de Rastrear um objeto'  [predicted:  get ; correct:  add ]
b'Entrega'  [predicted:  get ; correct:  get ]
b'J\xc3\xa1 cadastrou?'  [predicted:  get ; correct:  get ]
b'gostaria de cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'J\xc3\xa1 se moveu?'  [predicted:  get ; correct:  get ]
b'At\xc3\xa9 mais'  [predicted:  get ; correct:  bye ]
b'sai'  [predicted:  get ; correct:  cancel ]
b'Retirar'  [predicted:  get ; correct:  delete ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  get ; correct:  cancel ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  get ; correct:  help ]
b'Encomenda'  [predicted:  get ; correct:  get ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'\xc3\x93timo!'  [predicted:  get ; correct:  ok ]
b'Chega q dia?'  [predicted:  get ; correct:  get ]
b'boa noite'  [predicted:  get ; correct:  greeting ]
b'Eu quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Remover'  [predicted:  get ; correct:  delete ]
b'N\xc3\xa3o'  [predicted:  get ; correct:  cancel ]
b'adicionar um novo pacote'  [predicted:  get ; correct:  add ]
b'Cadastrar'  [predicted:  get ; correct:  add ]
b'At\xc3\xa9 logo'  [predicted:  get ; correct:  bye ]
b'Muito obrigado'  [predicted:  get ; correct:  thanks ]
b'C\xc3\xb3digo'  [predicted:  get ; correct:  get ]
b'boa tarde'  [predicted:  get ; correct:  greeting ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
TIME:  0.18939590454101562
SCORE:  7 / 30  ( 0.23333333333333334 )
b'o que eu devo fazer?'  [predicted:  get ; correct:  help ]
b'Consultar'  [predicted:  get ; correct:  get ]
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  get ; correct:  help ]
b'para'  [predicted:  get ; correct:  cancel ]
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'Novo pacote'  [predicted:  get ; correct:  add ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  get ; correct:  help ]
b'Como cadastra?'  [predicted:  get ; correct:  help ]
b'Ajuda'  [predicted:  get ; correct:  help ]
b'Quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'boa tarde'  [predicted:  get ; correct:  greeting ]
b'Como funciona'  [predicted:  get ; correct:  help ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  get ; correct:  add ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  get ; correct:  add ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  get ; correct:  get ]
b'Como?'  [predicted:  get ; correct:  help ]
b'Novo'  [predicted:  get ; correct:  add ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  get ; correct:  bad ]
b'parar'  [predicted:  get ; correct:  cancel ]
b'boa noite'  [predicted:  get ; correct:  greeting ]
b'Apagar'  [predicted:  get ; correct:  delete ]
b'Como cadastro?'  [predicted:  get ; correct:  help ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  get ; correct:  greeting ]
b'Beleza'  [predicted:  get ; correct:  ok ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  get ; correct:  bad ]
b'como pode me ajudar'  [predicted:  get ; correct:  help ]
b'Como cadastro uma encomenda?'  [predicted:  get ; correct:  help ]
b'De que vc precisa?'  [predicted:  get ; correct:  help ]
b'Como cadastra a encomenda'  [predicted:  get ; correct:  help ]
TIME:  0.18737506866455078
SCORE:  3 / 30  ( 0.1 )
b'Qual seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Registrar'  [predicted:  get ; correct:  add ]
b'Gostaria de registrar'  [predicted:  get ; correct:  add ]
b'De que vc precisa?'  [predicted:  get ; correct:  help ]
b'Como cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Muito obrigada'  [predicted:  get ; correct:  thanks ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'sair'  [predicted:  help ; correct:  cancel ]
b'Gostaria de registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'consultar minha encomenda'  [predicted:  help ; correct:  get ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  help ; correct:  help ]
b'Gostaria de rastrear um objeto agora'  [predicted:  get ; correct:  add ]
b'Quero registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Consultar'  [predicted:  help ; correct:  get ]
b'Minhas encomendas'  [predicted:  get ; correct:  get ]
b'Como cadastrar um objeto?'  [predicted:  get ; correct:  help ]
b'Meus objetos'  [predicted:  help ; correct:  get ]
b'gostaria de procurar um objeto'  [predicted:  get ; correct:  get ]
b'tenha um bom dia'  [predicted:  help ; correct:  greeting ]
b'Como eu fa\xc3\xa7o?'  [predicted:  help ; correct:  help ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  get ; correct:  help ]
b'Gostaria de fazer um cadastro'  [predicted:  help ; correct:  add ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  get ; correct:  help ]
b'Qual o seu nome ?'  [predicted:  get ; correct:  saymyname ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'tchau'  [predicted:  get ; correct:  bye ]
b'rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Gostaria de fazer um rastreamento'  [predicted:  get ; correct:  add ]
TIME:  0.19989824295043945
SCORE:  8 / 30  ( 0.26666666666666666 )
b'Como cadastra a encomenda'  [predicted:  get ; correct:  help ]
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'Como cadastra?'  [predicted:  get ; correct:  help ]
b'cad\xc3\xaa'  [predicted:  get ; correct:  get ]
b'sair'  [predicted:  get ; correct:  cancel ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  get ; correct:  add ]
b'Onde esta a minha encomenda'  [predicted:  get ; correct:  get ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  get ; correct:  add ]
b'rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Todos'  [predicted:  get ; correct:  get ]
b'\xc3\x93timo!'  [predicted:  get ; correct:  ok ]
b'sai'  [predicted:  get ; correct:  cancel ]
b'Retirar'  [predicted:  get ; correct:  delete ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Como?'  [predicted:  get ; correct:  help ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  get ; correct:  help ]
b'Cadastrar uma nova encomenda'  [predicted:  get ; correct:  add ]
b'Como cadastro uma encomenda?'  [predicted:  get ; correct:  help ]
b'Como cadastro?'  [predicted:  get ; correct:  help ]
b'Todas'  [predicted:  get ; correct:  get ]
b'tchau'  [predicted:  get ; correct:  bye ]
b'tenha um bom dia'  [predicted:  get ; correct:  greeting ]
b'Remover'  [predicted:  get ; correct:  delete ]
b'cad\xc3\xaa minha encomenda'  [predicted:  get ; correct:  get ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  get ; correct:  help ]
b'pacote'  [predicted:  get ; correct:  add ]
b'Registrar'  [predicted:  get ; correct:  add ]
b'Tudo bem'  [predicted:  get ; correct:  ok ]
b'Quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
TIME:  0.1940319538116455
SCORE:  7 / 30  ( 0.23333333333333334 )
b'Quero ver meus produtos'  [predicted:  get ; correct:  get ]
b'ok'  [predicted:  help ; correct:  ok ]
b'cad\xc3\xaa minha encomenda'  [predicted:  help ; correct:  get ]
b'Checar minhas encomendas'  [predicted:  help ; correct:  get ]
b'De que vc precisa?'  [predicted:  get ; correct:  help ]
b'Chega q dia?'  [predicted:  help ; correct:  get ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  help ; correct:  help ]
b'J\xc3\xa1 cadastrou?'  [predicted:  help ; correct:  get ]
b'Como?'  [predicted:  help ; correct:  help ]
b'consultar minha encomenda'  [predicted:  help ; correct:  get ]
b'Cadastrar uma nova encomenda'  [predicted:  help ; correct:  add ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  help ; correct:  help ]
b'Rastrear encomenda'  [predicted:  help ; correct:  get ]
b'tchau'  [predicted:  help ; correct:  bye ]
b'Como cadastra?'  [predicted:  help ; correct:  help ]
b'J\xc3\xa1 se moveu?'  [predicted:  help ; correct:  get ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  help ; correct:  welcome ]
b'tenha um bom dia'  [predicted:  help ; correct:  greeting ]
b'Consultar'  [predicted:  help ; correct:  get ]
b'Cadastrar encomenda'  [predicted:  help ; correct:  add ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  help ; correct:  add ]
b'Rastrear'  [predicted:  help ; correct:  get ]
b'cad\xc3\xaa'  [predicted:  help ; correct:  get ]
b'C\xc3\xb3digo'  [predicted:  help ; correct:  get ]
b'Onde esta a minha encomenda'  [predicted:  help ; correct:  get ]
b'sair'  [predicted:  help ; correct:  cancel ]
b'Ol\xc3\xa1'  [predicted:  help ; correct:  welcome ]
b'Cadastro'  [predicted:  help ; correct:  add ]
b'Como cadastra a encomenda'  [predicted:  help ; correct:  help ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  help ; correct:  get ]
TIME:  0.1870570182800293
SCORE:  6 / 30  ( 0.2 )
b'Quero rastrear um pacote'  [predicted:  help ; correct:  get ]
b'Meus itens'  [predicted:  help ; correct:  get ]
b'Cadastrar'  [predicted:  help ; correct:  add ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  help ; correct:  help ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  help ; correct:  get ]
b'Registrar'  [predicted:  help ; correct:  add ]
b'Me ajuda'  [predicted:  help ; correct:  help ]
b'C\xc3\xb3digo'  [predicted:  help ; correct:  get ]
b'Quero fazer um rastreamento'  [predicted:  help ; correct:  get ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  help ; correct:  help ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  help ; correct:  saymyname ]
b'Listar comandos'  [predicted:  help ; correct:  help ]
b'Quero cadastrar'  [predicted:  help ; correct:  add ]
b'descadastrar'  [predicted:  help ; correct:  delete ]
b'Registrar uma encomenda'  [predicted:  help ; correct:  add ]
b'sair'  [predicted:  help ; correct:  cancel ]
b'tchau'  [predicted:  help ; correct:  bye ]
b'J\xc3\xa1 se moveu?'  [predicted:  help ; correct:  get ]
b'Rastrear encomenda'  [predicted:  help ; correct:  get ]
b'tenha um bom dia'  [predicted:  help ; correct:  greeting ]
b'Rastrear'  [predicted:  help ; correct:  get ]
b'Chega q dia?'  [predicted:  help ; correct:  get ]
b'bom dia'  [predicted:  help ; correct:  greeting ]
b'Quero ver meus produtos'  [predicted:  help ; correct:  get ]
b'deletar'  [predicted:  help ; correct:  delete ]
b'Checar minhas encomendas'  [predicted:  help ; correct:  get ]
b'Burro'  [predicted:  help ; correct:  bad ]
b'rastrear um objeto'  [predicted:  help ; correct:  get ]
b'Quero rastrear uma encomenda'  [predicted:  help ; correct:  get ]
b'J\xc3\xa1 cadastrou?'  [predicted:  help ; correct:  get ]
TIME:  0.19164633750915527
SCORE:  4 / 30  ( 0.13333333333333333 )
b'Todos'  [predicted:  help ; correct:  get ]
b'Novo pacote'  [predicted:  get ; correct:  add ]
b'Gostaria de fazer um cadastro'  [predicted:  help ; correct:  add ]
b'Quero fazer um rastreamento'  [predicted:  get ; correct:  get ]
b'Cadastro'  [predicted:  help ; correct:  add ]
b'o que eu devo fazer?'  [predicted:  get ; correct:  help ]
b'Gostaria de rastrear um objeto agora'  [predicted:  get ; correct:  add ]
b'Entrega'  [predicted:  get ; correct:  get ]
b'Tudo bem'  [predicted:  get ; correct:  ok ]
b'deletar'  [predicted:  get ; correct:  delete ]
b'Eu quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Quero rastrear um pacote'  [predicted:  get ; correct:  get ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  help ; correct:  help ]
b'Novo'  [predicted:  get ; correct:  add ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  get ; correct:  add ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  get ; correct:  add ]
b'Encomenda'  [predicted:  get ; correct:  get ]
b'Beleza'  [predicted:  get ; correct:  ok ]
b'Quero rastrear uma encomenda'  [predicted:  get ; correct:  get ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  help ; correct:  get ]
b'descadastrar'  [predicted:  get ; correct:  delete ]
b'Cadastrar encomenda'  [predicted:  help ; correct:  add ]
b'Quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Apagar'  [predicted:  get ; correct:  delete ]
b'Onde esta a minha encomenda'  [predicted:  help ; correct:  get ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  get ; correct:  help ]
b'Todas'  [predicted:  get ; correct:  get ]
b'Ajuda'  [predicted:  get ; correct:  help ]
b'Gostaria de fazer um rastreamento'  [predicted:  get ; correct:  add ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  get ; correct:  add ]
TIME:  0.2026369571685791
SCORE:  7 / 30  ( 0.23333333333333334 )
b'Consultar'  [predicted:  get ; correct:  get ]
b'gostaria de cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Gostaria de retirar'  [predicted:  get ; correct:  delete ]
b'Apagar'  [predicted:  get ; correct:  delete ]
b'Ajuda'  [predicted:  get ; correct:  help ]
b'Obrigada'  [predicted:  get ; correct:  thanks ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'Obrigado'  [predicted:  get ; correct:  thanks ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  get ; correct:  get ]
b'Lista'  [predicted:  get ; correct:  get ]
b'favor cadastrar o codigo de rastreio'  [predicted:  get ; correct:  add ]
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'Como cadastra a encomenda'  [predicted:  get ; correct:  help ]
b'Beleza'  [predicted:  get ; correct:  ok ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  get ; correct:  help ]
b'Muito obrigada'  [predicted:  get ; correct:  thanks ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'De que vc precisa?'  [predicted:  get ; correct:  help ]
b'Gostaria de Rastrear um objeto'  [predicted:  get ; correct:  add ]
b'oi'  [predicted:  get ; correct:  welcome ]
b'Gostaria de retirar uma encomenda'  [predicted:  get ; correct:  delete ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  help ; correct:  bad ]
b'Listar'  [predicted:  get ; correct:  get ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  get ; correct:  help ]
b'Minhas encomendas'  [predicted:  get ; correct:  get ]
b'Como?'  [predicted:  get ; correct:  help ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  help ; correct:  help ]
b'Como cadastra?'  [predicted:  get ; correct:  help ]
b'Meus objetos'  [predicted:  get ; correct:  get ]
TIME:  0.19288897514343262
SCORE:  10 / 30  ( 0.3333333333333333 )
b'J\xc3\xa1 se moveu?'  [predicted:  get ; correct:  get ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  help ; correct:  get ]
b'adicionar objeto'  [predicted:  get ; correct:  add ]
b'Muito obrigada'  [predicted:  help ; correct:  thanks ]
b'Meus objetos'  [predicted:  help ; correct:  get ]
b'rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Registrar'  [predicted:  help ; correct:  add ]
b'Minhas encomendas'  [predicted:  help ; correct:  get ]
b'Entrega'  [predicted:  help ; correct:  get ]
b'J\xc3\xa1 cadastrou?'  [predicted:  get ; correct:  get ]
b'Cadastro'  [predicted:  help ; correct:  add ]
b'Como cadastro?'  [predicted:  help ; correct:  help ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  help ; correct:  get ]
b'Eu quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Rastrear encomenda'  [predicted:  get ; correct:  get ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  help ; correct:  help ]
b'Listar'  [predicted:  help ; correct:  get ]
b'adicionar'  [predicted:  help ; correct:  add ]
b'adeus'  [predicted:  help ; correct:  bye ]
b'Qual seu nome ?'  [predicted:  help ; correct:  saymyname ]
b'Encomenda'  [predicted:  help ; correct:  get ]
b'Qual o seu nome ?'  [predicted:  help ; correct:  saymyname ]
b'Rastrear'  [predicted:  get ; correct:  get ]
b'Lista'  [predicted:  get ; correct:  get ]
b'Registrar uma encomenda'  [predicted:  help ; correct:  add ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  help ; correct:  add ]
b'Como cadastro uma encomenda?'  [predicted:  help ; correct:  help ]
b'Cadastrar encomenda'  [predicted:  help ; correct:  add ]
b'Quero ver meus produtos'  [predicted:  get ; correct:  get ]
b'Como cadastro minha encomenda?'  [predicted:  help ; correct:  help ]
TIME:  0.19626283645629883
SCORE:  11 / 30  ( 0.36666666666666664 )
b'Entrega'  [predicted:  get ; correct:  get ]
b'como pode me ajudar'  [predicted:  get ; correct:  help ]
b'Obrigada'  [predicted:  get ; correct:  thanks ]
b'boa tarde'  [predicted:  get ; correct:  greeting ]
b'ok'  [predicted:  get ; correct:  ok ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Como?'  [predicted:  get ; correct:  help ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'oi'  [predicted:  get ; correct:  welcome ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  get ; correct:  greeting ]
b'Encomenda'  [predicted:  get ; correct:  get ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  get ; correct:  welcome ]
b'boa noite'  [predicted:  get ; correct:  greeting ]
b'Gostaria de retirar'  [predicted:  get ; correct:  delete ]
b'Tudo bem'  [predicted:  get ; correct:  ok ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  help ; correct:  help ]
b'Todas'  [predicted:  get ; correct:  get ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'Eu quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Como cadastra?'  [predicted:  get ; correct:  help ]
b'Rastrear encomenda'  [predicted:  get ; correct:  get ]
b'Quero registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Ol\xc3\xa1'  [predicted:  get ; correct:  welcome ]
b'Todos'  [predicted:  get ; correct:  get ]
b'Obrigado'  [predicted:  get ; correct:  thanks ]
b'Como cadastra a encomenda'  [predicted:  get ; correct:  help ]
b'Quero ver meus produtos'  [predicted:  get ; correct:  get ]
b'Gostaria de retirar uma encomenda'  [predicted:  get ; correct:  delete ]
b'Rastrear'  [predicted:  get ; correct:  get ]
b'Como funciona'  [predicted:  get ; correct:  help ]
TIME:  0.19154930114746094
SCORE:  10 / 30  ( 0.3333333333333333 )
b'o que eu devo fazer?'  [predicted:  get ; correct:  help ]
b'Gostaria de registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  get ; correct:  help ]
b'Chega q dia?'  [predicted:  get ; correct:  get ]
b'gostaria de procurar um objeto'  [predicted:  get ; correct:  get ]
b'oi'  [predicted:  get ; correct:  welcome ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'Como cadastrar um objeto?'  [predicted:  get ; correct:  help ]
b'Quero ver meus produtos'  [predicted:  get ; correct:  get ]
b'Beleza'  [predicted:  get ; correct:  ok ]
b'C\xc3\xb3digo'  [predicted:  get ; correct:  get ]
b'Apagar'  [predicted:  get ; correct:  delete ]
b'Como cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Novo'  [predicted:  get ; correct:  add ]
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'Quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Obrigado'  [predicted:  get ; correct:  thanks ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  get ; correct:  saymyname ]
b'Obrigada'  [predicted:  get ; correct:  thanks ]
b'Ajuda'  [predicted:  get ; correct:  help ]
b'Rastrear'  [predicted:  get ; correct:  get ]
b'Novo pacote'  [predicted:  get ; correct:  add ]
b'Quero cadastrar'  [predicted:  get ; correct:  add ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  get ; correct:  add ]
b'Gostaria de registrar'  [predicted:  get ; correct:  add ]
b'Como cadastro?'  [predicted:  get ; correct:  help ]
b'Como cadastro uma encomenda?'  [predicted:  get ; correct:  help ]
b'Rastrear encomenda'  [predicted:  get ; correct:  get ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  get ; correct:  add ]
TIME:  0.20578408241271973
SCORE:  8 / 30  ( 0.26666666666666666 )
b'Apagar'  [predicted:  get ; correct:  delete ]
b'Beleza'  [predicted:  get ; correct:  ok ]
b'Ajuda'  [predicted:  get ; correct:  help ]
b'cancelar'  [predicted:  get ; correct:  cancel ]
b'Entrega'  [predicted:  get ; correct:  get ]
b'Eu quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'oi'  [predicted:  get ; correct:  welcome ]
b'deletar'  [predicted:  get ; correct:  delete ]
b'gostaria de cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'caralho'  [predicted:  get ; correct:  bad ]
b'cancela'  [predicted:  get ; correct:  cancel ]
b'Quero rastrear uma encomenda'  [predicted:  get ; correct:  get ]
b'favor cadastrar o codigo de rastreio'  [predicted:  get ; correct:  add ]
b'Obrigada'  [predicted:  get ; correct:  thanks ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'J\xc3\xa1 cadastrou?'  [predicted:  get ; correct:  get ]
b'Como cadastro?'  [predicted:  get ; correct:  help ]
b'Gostaria de Rastrear um objeto'  [predicted:  get ; correct:  add ]
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'Quero rastrear um pacote'  [predicted:  get ; correct:  get ]
b'como sou avisado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Como cadastro uma encomenda?'  [predicted:  get ; correct:  help ]
b'como sou notificado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  get ; correct:  help ]
b'Obrigado'  [predicted:  get ; correct:  thanks ]
b'Quero fazer um rastreamento'  [predicted:  get ; correct:  get ]
b'Encomenda'  [predicted:  get ; correct:  get ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  get ; correct:  help ]
b'descadastrar'  [predicted:  get ; correct:  delete ]
b'J\xc3\xa1 se moveu?'  [predicted:  get ; correct:  get ]
TIME:  0.1905663013458252
SCORE:  7 / 30  ( 0.23333333333333334 )
b'Quero cadastrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Ajuda'  [predicted:  get ; correct:  help ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  get ; correct:  help ]
b'Como cadastro?'  [predicted:  get ; correct:  help ]
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'Apagar'  [predicted:  get ; correct:  delete ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Gostaria de registrar uma encomenda'  [predicted:  get ; correct:  add ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  get ; correct:  help ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  get ; correct:  add ]
b'Listar'  [predicted:  get ; correct:  get ]
b'Como eu fa\xc3\xa7o?'  [predicted:  get ; correct:  help ]
b'Como cadastrar uma encomenda?'  [predicted:  get ; correct:  help ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  get ; correct:  add ]
b'como sou notificado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'como sou avisado sobre minha encomenda?'  [predicted:  get ; correct:  help ]
b'Como cadastrar um objeto?'  [predicted:  get ; correct:  help ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  get ; correct:  help ]
b'Quero cadastrar'  [predicted:  get ; correct:  add ]
b'Gostaria de registrar'  [predicted:  get ; correct:  add ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Beleza'  [predicted:  get ; correct:  ok ]
b'gostaria de procurar um objeto'  [predicted:  get ; correct:  get ]
b'Lista'  [predicted:  get ; correct:  get ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  get ; correct:  help ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  get ; correct:  saymyname ]
b'Como cadastro uma encomenda?'  [predicted:  get ; correct:  help ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
TIME:  0.19376587867736816
SCORE:  6 / 30  ( 0.2 )
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  get ; correct:  get ]
b'C\xc3\xb3digo'  [predicted:  get ; correct:  get ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'Onde esta a minha encomenda'  [predicted:  help ; correct:  get ]
b'Chega q dia?'  [predicted:  get ; correct:  get ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  get ; correct:  welcome ]
