b'pacote'  [predicted:  ok ; correct:  add ]
b'Listar comandos'  [predicted:  cancel ; correct:  help ]
b'Cadastrar'  [predicted:  cancel ; correct:  add ]
b'Qual seu nome ?'  [predicted:  cancel ; correct:  saymyname ]
b'cancelar'  [predicted:  cancel ; correct:  cancel ]
b'Gostaria de registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'como pode me ajudar'  [predicted:  help ; correct:  help ]
b'Muito obrigado'  [predicted:  cancel ; correct:  thanks ]
b'gostaria de cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'sai'  [predicted:  cancel ; correct:  cancel ]
b'Retirar'  [predicted:  cancel ; correct:  delete ]
TIME:  0.03328108787536621
SCORE:  13 / 30  ( 0.43333333333333335 )
b'Meus itens'  [predicted:  delete ; correct:  get ]
b'Vai tomar no cu'  [predicted:  bad ; correct:  bad ]
b'\xc3\x93timo!'  [predicted:  delete ; correct:  ok ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Quero ver meus produtos'  [predicted:  delete ; correct:  get ]
b'Rastrear'  [predicted:  delete ; correct:  get ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  delete ; correct:  add ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  add ; correct:  help ]
b'Cadastrar encomenda'  [predicted:  delete ; correct:  add ]
b'Muito obrigada'  [predicted:  delete ; correct:  thanks ]
b'boa tarde'  [predicted:  delete ; correct:  greeting ]
b'Tudo bem, tchau'  [predicted:  bye ; correct:  bye ]
b'Gostaria de retirar uma encomenda'  [predicted:  add ; correct:  delete ]
b'Minhas encomendas'  [predicted:  get ; correct:  get ]
b'Visualizar rastreamento'  [predicted:  get ; correct:  get ]
b'boa noite'  [predicted:  delete ; correct:  greeting ]
b'Listar comandos'  [predicted:  delete ; correct:  help ]
b'Cadastro'  [predicted:  delete ; correct:  add ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  help ; correct:  help ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  delete ; correct:  greeting ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  add ; correct:  help ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  help ; correct:  help ]
b'Onde esta a minha encomenda'  [predicted:  help ; correct:  get ]
b'Me ajuda'  [predicted:  delete ; correct:  help ]
b'Gostaria de retirar'  [predicted:  add ; correct:  delete ]
b'Rastrear encomenda'  [predicted:  delete ; correct:  get ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Meus objetos'  [predicted:  delete ; correct:  get ]
b'pacote'  [predicted:  delete ; correct:  add ]
TIME:  0.038494110107421875
SCORE:  9 / 30  ( 0.3 )
b'parar'  [predicted:  delete ; correct:  cancel ]
b'consultar minha encomenda'  [predicted:  get ; correct:  get ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  delete ; correct:  bad ]
b'Consultar'  [predicted:  delete ; correct:  get ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  add ; correct:  help ]
b'para'  [predicted:  delete ; correct:  cancel ]
b'De que vc precisa?'  [predicted:  help ; correct:  help ]
b'J\xc3\xa1 cadastrou?'  [predicted:  delete ; correct:  get ]
b'Minhas encomendas'  [predicted:  get ; correct:  get ]
b'adeus'  [predicted:  delete ; correct:  bye ]
b'favor cadastrar o codigo de rastreio'  [predicted:  help ; correct:  add ]
b'Gostaria de Rastrear um objeto'  [predicted:  add ; correct:  add ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  delete ; correct:  bad ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  help ; correct:  help ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  add ; correct:  get ]
b'Meus objetos'  [predicted:  delete ; correct:  get ]
b'Muito obrigada'  [predicted:  delete ; correct:  thanks ]
b'caralho'  [predicted:  delete ; correct:  bad ]
b'Obrigado'  [predicted:  delete ; correct:  thanks ]
b'J\xc3\xa1 se moveu?'  [predicted:  delete ; correct:  get ]
b'oi'  [predicted:  delete ; correct:  welcome ]
b'cancela'  [predicted:  delete ; correct:  cancel ]
b'adicionar objeto'  [predicted:  add ; correct:  add ]
b'Gostaria de retirar'  [predicted:  add ; correct:  delete ]
b'adicionar'  [predicted:  delete ; correct:  add ]
b'cancelar'  [predicted:  delete ; correct:  cancel ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  delete ; correct:  help ]
b'Obrigada'  [predicted:  delete ; correct:  thanks ]
b'gostaria de cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Gostaria de retirar uma encomenda'  [predicted:  add ; correct:  delete ]
TIME:  0.02878117561340332
SCORE:  7 / 30  ( 0.23333333333333334 )
b'Quero rastrear uma encomenda'  [predicted:  add ; correct:  get ]
b'Como funciona'  [predicted:  delete ; correct:  help ]
b'Tudo bem'  [predicted:  bye ; correct:  ok ]
b'sai'  [predicted:  delete ; correct:  cancel ]
b'Todos'  [predicted:  delete ; correct:  get ]
b'Beleza'  [predicted:  delete ; correct:  ok ]
b'\xc3\x93timo!'  [predicted:  delete ; correct:  ok ]
b'oi'  [predicted:  delete ; correct:  welcome ]
b'Quero rastrear um pacote'  [predicted:  add ; correct:  get ]
b'Gostaria de retirar uma encomenda'  [predicted:  add ; correct:  delete ]
b'Quero fazer um rastreamento'  [predicted:  add ; correct:  get ]
b'Como cadastra?'  [predicted:  delete ; correct:  help ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  help ; correct:  help ]
b'o que eu devo fazer?'  [predicted:  help ; correct:  help ]
b'Apagar'  [predicted:  delete ; correct:  delete ]
b'Gostaria de retirar'  [predicted:  add ; correct:  delete ]
b'Novo pacote'  [predicted:  add ; correct:  add ]
b'Obrigada'  [predicted:  delete ; correct:  thanks ]
b'Como?'  [predicted:  delete ; correct:  help ]
b'Remover'  [predicted:  delete ; correct:  delete ]
b'Retirar'  [predicted:  delete ; correct:  delete ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  help ; correct:  help ]
b'pacote'  [predicted:  delete ; correct:  add ]
b'Ajuda'  [predicted:  delete ; correct:  help ]
b'como pode me ajudar'  [predicted:  help ; correct:  help ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  add ; correct:  help ]
b'Como cadastra a encomenda'  [predicted:  help ; correct:  help ]
b'Todas'  [predicted:  delete ; correct:  get ]
b'Novo'  [predicted:  delete ; correct:  add ]
b'Obrigado'  [predicted:  delete ; correct:  thanks ]
TIME:  0.030109167098999023
SCORE:  9 / 30  ( 0.3 )
b'Como cadastrar uma encomenda?'  [predicted:  add ; correct:  help ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Gostaria de retirar'  [predicted:  add ; correct:  delete ]
b'Quero rastrear uma encomenda'  [predicted:  add ; correct:  get ]
b'boa tarde'  [predicted:  greeting ; correct:  greeting ]
b'Tudo bem, tchau'  [predicted:  ok ; correct:  bye ]
b'Quero cadastrar'  [predicted:  add ; correct:  add ]
b'Ajuda'  [predicted:  delete ; correct:  help ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  delete ; correct:  saymyname ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Como cadastrar um objeto?'  [predicted:  add ; correct:  help ]
b'Quero fazer um rastreamento'  [predicted:  add ; correct:  get ]
b'Quero rastrear um pacote'  [predicted:  add ; correct:  get ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  greeting ; correct:  greeting ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  add ; correct:  get ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  add ; correct:  help ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  help ; correct:  help ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  add ; correct:  get ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  delete ; correct:  bad ]
b'Gostaria de retirar uma encomenda'  [predicted:  add ; correct:  delete ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  add ; correct:  help ]
b'Onde esta a minha encomenda'  [predicted:  get ; correct:  get ]
b'boa noite'  [predicted:  greeting ; correct:  greeting ]
b'Beleza'  [predicted:  delete ; correct:  ok ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  help ; correct:  help ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Visualizar rastreamento'  [predicted:  delete ; correct:  get ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  add ; correct:  help ]
b'Vai tomar no cu'  [predicted:  delete ; correct:  bad ]
b'Apagar'  [predicted:  delete ; correct:  delete ]
TIME:  0.029945850372314453
SCORE:  11 / 30  ( 0.36666666666666664 )
b'cancelar'  [predicted:  ok ; correct:  cancel ]
b'Listar'  [predicted:  ok ; correct:  get ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Tudo bem, tchau'  [predicted:  bye ; correct:  bye ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'gostaria de procurar um objeto'  [predicted:  add ; correct:  get ]
b'Onde esta a minha encomenda'  [predicted:  help ; correct:  get ]
b'Vai tomar no cu'  [predicted:  bad ; correct:  bad ]
b'Visualizar rastreamento'  [predicted:  get ; correct:  get ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  add ; correct:  help ]
b'Registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'tchau'  [predicted:  ok ; correct:  bye ]
b'cancela'  [predicted:  ok ; correct:  cancel ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  add ; correct:  help ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'Chega q dia?'  [predicted:  ok ; correct:  get ]
b'Gostaria de registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Lista'  [predicted:  ok ; correct:  get ]
b'Obrigado'  [predicted:  ok ; correct:  thanks ]
b'C\xc3\xb3digo'  [predicted:  ok ; correct:  get ]
b'sair'  [predicted:  ok ; correct:  cancel ]
b'Obrigada'  [predicted:  ok ; correct:  thanks ]
b'tenha um bom dia'  [predicted:  greeting ; correct:  greeting ]
b'Gostaria de registrar'  [predicted:  delete ; correct:  add ]
b'oi'  [predicted:  ok ; correct:  welcome ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Registrar'  [predicted:  ok ; correct:  add ]
b'rastrear um objeto'  [predicted:  add ; correct:  get ]
b'caralho'  [predicted:  ok ; correct:  bad ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  add ; correct:  get ]
TIME:  0.030761241912841797
SCORE:  10 / 30  ( 0.3333333333333333 )
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  help ; correct:  help ]
b'Gostaria de Rastrear um objeto'  [predicted:  add ; correct:  add ]
b'rastrear um objeto'  [predicted:  add ; correct:  get ]
b'boa tarde'  [predicted:  ok ; correct:  greeting ]
b'Como cadastro?'  [predicted:  help ; correct:  help ]
b'Como cadastro uma encomenda?'  [predicted:  help ; correct:  help ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  help ; correct:  help ]
b'J\xc3\xa1 cadastrou?'  [predicted:  ok ; correct:  get ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  ok ; correct:  help ]
b'boa noite'  [predicted:  ok ; correct:  greeting ]
b'Quero registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Como eu fa\xc3\xa7o?'  [predicted:  ok ; correct:  help ]
b'Todas'  [predicted:  ok ; correct:  get ]
b'Minhas encomendas'  [predicted:  get ; correct:  get ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Meus objetos'  [predicted:  ok ; correct:  get ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  help ; correct:  help ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  add ; correct:  get ]
b'Muito obrigada'  [predicted:  ok ; correct:  thanks ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  ok ; correct:  greeting ]
b'gostaria de cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Tudo bem'  [predicted:  bye ; correct:  ok ]
b'Como cadastro minha encomenda?'  [predicted:  help ; correct:  help ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  ok ; correct:  bad ]
b'J\xc3\xa1 se moveu?'  [predicted:  ok ; correct:  get ]
b'favor cadastrar o codigo de rastreio'  [predicted:  add ; correct:  add ]
b'Registrar'  [predicted:  ok ; correct:  add ]
b'Todos'  [predicted:  ok ; correct:  get ]
TIME:  0.02893805503845215
SCORE:  14 / 30  ( 0.4666666666666667 )
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  cancel ; correct:  cancel ]
b'Gostaria de fazer um cadastro'  [predicted:  add ; correct:  add ]
b'cancelar'  [predicted:  cancel ; correct:  cancel ]
b'Rastrear'  [predicted:  cancel ; correct:  get ]
b'Listar'  [predicted:  cancel ; correct:  get ]
b'caralho'  [predicted:  cancel ; correct:  bad ]
b'Qual seu nome ?'  [predicted:  cancel ; correct:  saymyname ]
b'Tudo bem, tchau'  [predicted:  ok ; correct:  bye ]
b'Visualizar rastreamento'  [predicted:  cancel ; correct:  get ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Muito obrigado'  [predicted:  cancel ; correct:  thanks ]
b'o que eu devo fazer?'  [predicted:  help ; correct:  help ]
b'Gostaria de rastrear um objeto agora'  [predicted:  add ; correct:  add ]
b'Vai tomar no cu'  [predicted:  cancel ; correct:  bad ]
b'Novo pacote'  [predicted:  add ; correct:  add ]
b'N\xc3\xa3o'  [predicted:  cancel ; correct:  cancel ]
b'Gostaria de fazer um rastreamento'  [predicted:  add ; correct:  add ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  cancel ; correct:  help ]
b'para'  [predicted:  cancel ; correct:  cancel ]
b'Novo'  [predicted:  cancel ; correct:  add ]
b'deletar'  [predicted:  cancel ; correct:  delete ]
b'cancela'  [predicted:  cancel ; correct:  cancel ]
b'descadastrar'  [predicted:  cancel ; correct:  delete ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  cancel ; correct:  bad ]
b'parar'  [predicted:  cancel ; correct:  cancel ]
b'Rastrear encomenda'  [predicted:  cancel ; correct:  get ]
b'Lista'  [predicted:  cancel ; correct:  get ]
b'Qual o seu nome ?'  [predicted:  cancel ; correct:  saymyname ]
b'Quero ver meus produtos'  [predicted:  cancel ; correct:  get ]
TIME:  0.030548095703125
SCORE:  13 / 30  ( 0.43333333333333335 )
b'Meus itens'  [predicted:  get ; correct:  get ]
b'Registrar'  [predicted:  bye ; correct:  add ]
b'Registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'adicionar um novo pacote'  [predicted:  add ; correct:  add ]
b'Visualizar rastreamento'  [predicted:  bye ; correct:  get ]
b'Vai tomar no cu'  [predicted:  bye ; correct:  bad ]
b'como pode me ajudar'  [predicted:  help ; correct:  help ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  help ; correct:  help ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  help ; correct:  help ]
b'Obrigada'  [predicted:  bye ; correct:  thanks ]
b'oi'  [predicted:  bye ; correct:  welcome ]
b'tchau'  [predicted:  bye ; correct:  bye ]
b'Obrigado'  [predicted:  bye ; correct:  thanks ]
b'Quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Como cadastro minha encomenda?'  [predicted:  help ; correct:  help ]
b'rastrear um objeto'  [predicted:  add ; correct:  get ]
b'Como cadastrar um objeto?'  [predicted:  add ; correct:  help ]
b'Como cadastrar uma encomenda?'  [predicted:  help ; correct:  help ]
b'tenha um bom dia'  [predicted:  greeting ; correct:  greeting ]
b'Como cadastro?'  [predicted:  help ; correct:  help ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  add ; correct:  add ]
b'At\xc3\xa9 logo'  [predicted:  bye ; correct:  bye ]
b'Como cadastro uma encomenda?'  [predicted:  help ; correct:  help ]
b'Listar comandos'  [predicted:  help ; correct:  help ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  add ; correct:  add ]
b'Tudo bem, tchau'  [predicted:  ok ; correct:  bye ]
b'Me ajuda'  [predicted:  help ; correct:  help ]
b'At\xc3\xa9 mais'  [predicted:  bye ; correct:  bye ]
b'sair'  [predicted:  bye ; correct:  cancel ]
b'Como funciona'  [predicted:  bye ; correct:  help ]
TIME:  0.031217336654663086
SCORE:  19 / 30  ( 0.6333333333333333 )
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  help ; correct:  help ]
b'Obrigado'  [predicted:  cancel ; correct:  thanks ]
b'Gostaria de registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'ok'  [predicted:  cancel ; correct:  ok ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  cancel ; correct:  greeting ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Quero registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  get ; correct:  get ]
b'Gostaria de registrar'  [predicted:  delete ; correct:  add ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  cancel ; correct:  welcome ]
b'Quero rastrear uma encomenda'  [predicted:  delete ; correct:  get ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Obrigada'  [predicted:  cancel ; correct:  thanks ]
b'Onde est\xc3\xa1'  [predicted:  get ; correct:  get ]
b'Quero rastrear um pacote'  [predicted:  add ; correct:  get ]
b'Ol\xc3\xa1'  [predicted:  cancel ; correct:  welcome ]
b'oi'  [predicted:  cancel ; correct:  welcome ]
b'boa tarde'  [predicted:  cancel ; correct:  greeting ]
b'Como?'  [predicted:  cancel ; correct:  help ]
b'boa noite'  [predicted:  cancel ; correct:  greeting ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  cancel ; correct:  saymyname ]
b'Como cadastra a encomenda'  [predicted:  help ; correct:  help ]
b'N\xc3\xa3o'  [predicted:  cancel ; correct:  cancel ]
b'Quero cadastrar'  [predicted:  add ; correct:  add ]
b'Muito obrigado'  [predicted:  cancel ; correct:  thanks ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Como cadastra?'  [predicted:  cancel ; correct:  help ]
b'Quero fazer um rastreamento'  [predicted:  add ; correct:  get ]
b'gostaria de procurar um objeto'  [predicted:  add ; correct:  get ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  cancel ; correct:  cancel ]
TIME:  0.03158926963806152
SCORE:  12 / 30  ( 0.4 )
b'Novo'  [predicted:  ok ; correct:  add ]
b'Rastrear encomenda'  [predicted:  ok ; correct:  get ]
b'Remover'  [predicted:  ok ; correct:  delete ]
b'Como cadastro uma encomenda?'  [predicted:  delete ; correct:  help ]
b'Onde esta a minha encomenda'  [predicted:  get ; correct:  get ]
b'adicionar um novo pacote'  [predicted:  add ; correct:  add ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'tenha um bom dia'  [predicted:  greeting ; correct:  greeting ]
b'Como cadastro?'  [predicted:  ok ; correct:  help ]
b'Quero rastrear um pacote'  [predicted:  add ; correct:  get ]
b'\xc3\x93timo!'  [predicted:  ok ; correct:  ok ]
b'Quero rastrear uma encomenda'  [predicted:  delete ; correct:  get ]
b'como pode me ajudar'  [predicted:  help ; correct:  help ]
b'Rastrear'  [predicted:  ok ; correct:  get ]
b'At\xc3\xa9 logo'  [predicted:  ok ; correct:  bye ]
b'Quero ver meus produtos'  [predicted:  ok ; correct:  get ]
b'sai'  [predicted:  ok ; correct:  cancel ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  help ; correct:  help ]
b'Como funciona'  [predicted:  ok ; correct:  help ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  help ; correct:  help ]
b'tchau'  [predicted:  ok ; correct:  bye ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  help ; correct:  help ]
b'o que eu devo fazer?'  [predicted:  help ; correct:  help ]
b'Como cadastro minha encomenda?'  [predicted:  get ; correct:  help ]
b'Retirar'  [predicted:  ok ; correct:  delete ]
b'Novo pacote'  [predicted:  add ; correct:  add ]
b'pacote'  [predicted:  ok ; correct:  add ]
b'sair'  [predicted:  ok ; correct:  cancel ]
b'At\xc3\xa9 mais'  [predicted:  ok ; correct:  bye ]
b'Quero fazer um rastreamento'  [predicted:  add ; correct:  get ]
TIME:  0.029896974563598633
SCORE:  11 / 30  ( 0.36666666666666664 )
b'ok'  [predicted:  ok ; correct:  ok ]
b'Rastrear'  [predicted:  ok ; correct:  get ]
b'Registrar'  [predicted:  ok ; correct:  add ]
b'Vai tomar no cu'  [predicted:  ok ; correct:  bad ]
b'Ol\xc3\xa1'  [predicted:  ok ; correct:  welcome ]
b'Todas'  [predicted:  ok ; correct:  get ]
b'gostaria de procurar um objeto'  [predicted:  add ; correct:  get ]
b'Posso cadastrar encomendas de outros pa\xc3\xadses?'  [predicted:  ok ; correct:  help ]
b'Gostaria de registrar'  [predicted:  delete ; correct:  add ]
b'como pode me ajudar'  [predicted:  help ; correct:  help ]
b'Quero ver meus produtos'  [predicted:  ok ; correct:  get ]
b'Visualizar rastreamento'  [predicted:  ok ; correct:  get ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  help ; correct:  help ]
b'o que eu devo fazer?'  [predicted:  help ; correct:  help ]
b'Tudo bem, tchau'  [predicted:  ok ; correct:  bye ]
b'Quando ao certo chega minha encomenda?'  [predicted:  get ; correct:  get ]
b'rastrear um objeto'  [predicted:  add ; correct:  get ]
b'Tudo bem'  [predicted:  ok ; correct:  ok ]
b'Registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Novo'  [predicted:  ok ; correct:  add ]
b'Como funciona'  [predicted:  help ; correct:  help ]
b'Rastrear encomenda'  [predicted:  ok ; correct:  get ]
b'boa noite'  [predicted:  greeting ; correct:  greeting ]
b'Todos'  [predicted:  ok ; correct:  get ]
b'boa tarde'  [predicted:  greeting ; correct:  greeting ]
b'Gostaria de registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  ok ; correct:  welcome ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  greeting ; correct:  greeting ]
b'Quais encomenda voc\xc3\xaa rastreia'  [predicted:  ok ; correct:  help ]
b'Novo pacote'  [predicted:  add ; correct:  add ]
TIME:  0.030478954315185547
SCORE:  13 / 30  ( 0.43333333333333335 )
b'Gostaria de retirar'  [predicted:  add ; correct:  delete ]
b'Onde esta a minha encomenda'  [predicted:  get ; correct:  get ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  bad ; correct:  bad ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Como cadastrar um objeto?'  [predicted:  help ; correct:  help ]
b'Quero rastrear um pacote'  [predicted:  add ; correct:  get ]
b'Obrigada'  [predicted:  delete ; correct:  thanks ]
b'At\xc3\xa9 mais'  [predicted:  delete ; correct:  bye ]
b'Apagar'  [predicted:  delete ; correct:  delete ]
b'At\xc3\xa9 logo'  [predicted:  delete ; correct:  bye ]
b'Obrigado'  [predicted:  delete ; correct:  thanks ]
b'Beleza'  [predicted:  delete ; correct:  ok ]
b'adicionar um novo pacote'  [predicted:  add ; correct:  add ]
b'Ajuda'  [predicted:  delete ; correct:  help ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  get ; correct:  get ]
b'como sou avisado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'gostaria de cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'oi'  [predicted:  delete ; correct:  welcome ]
b'como sou notificado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Como cadastrar uma encomenda?'  [predicted:  help ; correct:  help ]
b'Quero rastrear uma encomenda'  [predicted:  add ; correct:  get ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  help ; correct:  help ]
b'favor cadastrar o codigo de rastreio'  [predicted:  add ; correct:  add ]
b'Gostaria de retirar uma encomenda'  [predicted:  add ; correct:  delete ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  add ; correct:  help ]
b'Quero fazer um rastreamento'  [predicted:  add ; correct:  get ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  help ; correct:  help ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  add ; correct:  help ]
b'Gostaria de Rastrear um objeto'  [predicted:  add ; correct:  add ]
TIME:  0.030163049697875977
SCORE:  15 / 30  ( 0.5 )
b'Novo'  [predicted:  delete ; correct:  add ]
b'Novo pacote'  [predicted:  add ; correct:  add ]
b'rastrear um objeto'  [predicted:  add ; correct:  get ]
b'bom dia'  [predicted:  greeting ; correct:  greeting ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'Chega q dia?'  [predicted:  delete ; correct:  get ]
b'Burro'  [predicted:  delete ; correct:  bad ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  help ; correct:  help ]
b'Gostaria de retirar uma encomenda'  [predicted:  add ; correct:  delete ]
b'o que eu devo fazer?'  [predicted:  delete ; correct:  help ]
b'Registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Gostaria de retirar'  [predicted:  add ; correct:  delete ]
b'\xc3\x93timo!'  [predicted:  delete ; correct:  ok ]
b'cancela'  [predicted:  delete ; correct:  cancel ]
b'Registrar'  [predicted:  delete ; correct:  add ]
b'como sou avisado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'cancelar'  [predicted:  delete ; correct:  cancel ]
b'Todas'  [predicted:  delete ; correct:  get ]
b'C\xc3\xb3digo'  [predicted:  delete ; correct:  get ]
b'caralho'  [predicted:  delete ; correct:  bad ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  add ; correct:  help ]
b'como sou notificado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'pacote'  [predicted:  delete ; correct:  add ]
b'Cadastrar'  [predicted:  delete ; correct:  add ]
b'Tudo bem'  [predicted:  bye ; correct:  ok ]
