b'Como cadastro uma encomenda?'  [predicted:  ok ; correct:  help ]
b'Ajuda'  [predicted:  thanks ; correct:  help ]
TIME:  0.030740022659301758
SCORE:  4 / 30  ( 0.13333333333333333 )
b'J\xc3\xa1 cadastrou?'  [predicted:  cancel ; correct:  get ]
b'rastrear um objeto'  [predicted:  add ; correct:  get ]
b'Gostaria de retirar'  [predicted:  cancel ; correct:  delete ]
b'Qual o seu nome ?'  [predicted:  saymyname ; correct:  saymyname ]
b'Qual seu nome ?'  [predicted:  saymyname ; correct:  saymyname ]
b'Registrar uma encomenda'  [predicted:  cancel ; correct:  add ]
b'Muito obrigado'  [predicted:  cancel ; correct:  thanks ]
b'Quero rastrear uma encomenda'  [predicted:  cancel ; correct:  get ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  get ; correct:  get ]
b'cad\xc3\xaa minha encomenda'  [predicted:  cancel ; correct:  get ]
b'cad\xc3\xaa'  [predicted:  cancel ; correct:  get ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  cancel ; correct:  help ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  cancel ; correct:  help ]
b'Gostaria de registrar uma encomenda'  [predicted:  cancel ; correct:  add ]
b'gostaria de procurar um objeto'  [predicted:  cancel ; correct:  get ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  cancel ; correct:  cancel ]
b'N\xc3\xa3o'  [predicted:  cancel ; correct:  cancel ]
b'Gostaria de retirar uma encomenda'  [predicted:  cancel ; correct:  delete ]
b'Cadastrar uma nova encomenda'  [predicted:  cancel ; correct:  add ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  cancel ; correct:  greeting ]
b'Quero rastrear um pacote'  [predicted:  cancel ; correct:  get ]
b'boa noite'  [predicted:  cancel ; correct:  greeting ]
b'Quero registrar uma encomenda'  [predicted:  cancel ; correct:  add ]
b'Quero fazer um rastreamento'  [predicted:  add ; correct:  get ]
b'Registrar'  [predicted:  cancel ; correct:  add ]
b'Gostaria de registrar'  [predicted:  cancel ; correct:  add ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'boa tarde'  [predicted:  cancel ; correct:  greeting ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  cancel ; correct:  get ]
b'J\xc3\xa1 se moveu?'  [predicted:  get ; correct:  get ]
TIME:  0.02487921714782715
SCORE:  7 / 30  ( 0.23333333333333334 )
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  add ; correct:  get ]
b'favor cadastrar o codigo de rastreio'  [predicted:  help ; correct:  add ]
b'gostaria de cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Me ajuda'  [predicted:  ok ; correct:  help ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  help ; correct:  help ]
b'Gostaria de fazer um rastreamento'  [predicted:  add ; correct:  add ]
b'Onde est\xc3\xa1'  [predicted:  ok ; correct:  get ]
b'Encomenda'  [predicted:  ok ; correct:  get ]
b'Registrar'  [predicted:  ok ; correct:  add ]
b'caralho'  [predicted:  ok ; correct:  bad ]
b'tchau'  [predicted:  ok ; correct:  bye ]
b'Rastrear'  [predicted:  ok ; correct:  get ]
b'tenha um bom dia'  [predicted:  ok ; correct:  greeting ]
b'Entrega'  [predicted:  ok ; correct:  get ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  ok ; correct:  help ]
b'como sou notificado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Rastrear encomenda'  [predicted:  ok ; correct:  get ]
b'cancela'  [predicted:  ok ; correct:  cancel ]
b'Quero ver meus produtos'  [predicted:  ok ; correct:  get ]
b'cancelar'  [predicted:  ok ; correct:  cancel ]
b'Listar comandos'  [predicted:  ok ; correct:  help ]
b'Eu quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Gostaria de Rastrear um objeto'  [predicted:  add ; correct:  add ]
b'rastrear um objeto'  [predicted:  add ; correct:  get ]
b'Gostaria de fazer um cadastro'  [predicted:  add ; correct:  add ]
b'Gostaria de rastrear um objeto agora'  [predicted:  add ; correct:  add ]
b'Meus itens'  [predicted:  ok ; correct:  get ]
b'sair'  [predicted:  ok ; correct:  cancel ]
b'como sou avisado sobre minha encomenda?'  [predicted:  help ; correct:  help ]
TIME:  0.02510380744934082
SCORE:  10 / 30  ( 0.3333333333333333 )
b'sai'  [predicted:  ok ; correct:  cancel ]
b'Meus objetos'  [predicted:  ok ; correct:  get ]
b'cancela'  [predicted:  ok ; correct:  cancel ]
b'Minhas encomendas'  [predicted:  ok ; correct:  get ]
b'Gostaria de fazer um rastreamento'  [predicted:  add ; correct:  add ]
b'Quero cadastrar'  [predicted:  ok ; correct:  add ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  add ; correct:  get ]
b'Novo'  [predicted:  ok ; correct:  add ]
b'o que eu devo fazer?'  [predicted:  ok ; correct:  help ]
b'Remover'  [predicted:  ok ; correct:  delete ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  ok ; correct:  help ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  ok ; correct:  bad ]
b'Retirar'  [predicted:  ok ; correct:  delete ]
b'Gostaria de rastrear um objeto agora'  [predicted:  add ; correct:  add ]
b'Apagar'  [predicted:  ok ; correct:  delete ]
b'Gostaria de fazer um cadastro'  [predicted:  add ; correct:  add ]
b'Novo pacote'  [predicted:  ok ; correct:  add ]
b'caralho'  [predicted:  ok ; correct:  bad ]
b'Como voc\xc3\xaa funciona'  [predicted:  ok ; correct:  help ]
b'Beleza'  [predicted:  ok ; correct:  ok ]
b'Muito obrigada'  [predicted:  ok ; correct:  thanks ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Ajuda'  [predicted:  ok ; correct:  help ]
b'E a\xc3\xad, quais s\xc3\xa3o minhas op\xc3\xa7\xc3\xb5es?'  [predicted:  help ; correct:  help ]
b'deletar'  [predicted:  ok ; correct:  delete ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  ok ; correct:  saymyname ]
b'Consulta'  [predicted:  ok ; correct:  get ]
b'cancelar'  [predicted:  ok ; correct:  cancel ]
b'descadastrar'  [predicted:  ok ; correct:  delete ]
TIME:  0.0314791202545166
SCORE:  7 / 30  ( 0.23333333333333334 )
b'Cadastro de c\xc3\xb3digo'  [predicted:  add ; correct:  add ]
b'Cadastro'  [predicted:  thanks ; correct:  add ]
b'At\xc3\xa9 mais'  [predicted:  thanks ; correct:  bye ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  add ; correct:  get ]
b'Registrar'  [predicted:  thanks ; correct:  add ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  thanks ; correct:  help ]
b'Todos'  [predicted:  thanks ; correct:  get ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  thanks ; correct:  help ]
b'Cadastrar encomenda'  [predicted:  thanks ; correct:  add ]
b'rastrear um objeto'  [predicted:  add ; correct:  get ]
b'Quero rastrear uma encomenda'  [predicted:  thanks ; correct:  get ]
b'Entrega'  [predicted:  thanks ; correct:  get ]
b'Listar comandos'  [predicted:  thanks ; correct:  help ]
b'cad\xc3\xaa minha encomenda'  [predicted:  thanks ; correct:  get ]
b'Todas'  [predicted:  thanks ; correct:  get ]
b'Eu quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  add ; correct:  get ]
b'cad\xc3\xaa'  [predicted:  thanks ; correct:  get ]
b'Quero fazer um rastreamento'  [predicted:  add ; correct:  get ]
b'Onde est\xc3\xa1'  [predicted:  thanks ; correct:  get ]
b'Quero rastrear um pacote'  [predicted:  thanks ; correct:  get ]
b'Me ajuda'  [predicted:  thanks ; correct:  help ]
b'adicionar um novo pacote'  [predicted:  thanks ; correct:  add ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  thanks ; correct:  bad ]
b'Registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Encomenda'  [predicted:  thanks ; correct:  get ]
b'Tudo bem'  [predicted:  thanks ; correct:  ok ]
b'Cadastrar uma nova encomenda'  [predicted:  thanks ; correct:  add ]
b'Meus itens'  [predicted:  thanks ; correct:  get ]
b'At\xc3\xa9 logo'  [predicted:  thanks ; correct:  bye ]
TIME:  0.024693012237548828
SCORE:  3 / 30  ( 0.1 )
b'Registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Cadastrar encomenda'  [predicted:  cancel ; correct:  add ]
b'Quero cadastrar'  [predicted:  cancel ; correct:  add ]
b'Como cadastrar um objeto?'  [predicted:  cancel ; correct:  help ]
b'Obrigado'  [predicted:  cancel ; correct:  thanks ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  cancel ; correct:  cancel ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  help ; correct:  help ]
b'oi'  [predicted:  cancel ; correct:  welcome ]
b'cad\xc3\xaa'  [predicted:  cancel ; correct:  get ]
b'cad\xc3\xaa minha encomenda'  [predicted:  cancel ; correct:  get ]
b'Registrar'  [predicted:  cancel ; correct:  add ]
b'cancela'  [predicted:  cancel ; correct:  cancel ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  get ; correct:  get ]
b'Como cadastrar um c\xc3\xb3digo'  [predicted:  add ; correct:  help ]
b'Como cadastrar uma encomenda?'  [predicted:  add ; correct:  help ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  cancel ; correct:  saymyname ]
b'Cadastro'  [predicted:  cancel ; correct:  add ]
b'Cadastrar uma nova encomenda'  [predicted:  cancel ; correct:  add ]
b'Muito obrigado'  [predicted:  cancel ; correct:  thanks ]
b'Obrigada'  [predicted:  cancel ; correct:  thanks ]
b'rastrear um objeto'  [predicted:  add ; correct:  get ]
b'Como funciona'  [predicted:  cancel ; correct:  help ]
b'Como fa\xc3\xa7o pra cadastrar alguma encomenda?'  [predicted:  help ; correct:  help ]
b'Cadastro de c\xc3\xb3digo'  [predicted:  cancel ; correct:  add ]
b'como pode me ajudar'  [predicted:  help ; correct:  help ]
b'caralho'  [predicted:  cancel ; correct:  bad ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'N\xc3\xa3o'  [predicted:  cancel ; correct:  cancel ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  bad ; correct:  bad ]
b'cancelar'  [predicted:  cancel ; correct:  cancel ]
TIME:  0.028146982192993164
SCORE:  11 / 30  ( 0.36666666666666664 )
b'Listar'  [predicted:  cancel ; correct:  get ]
b'Muito obrigado'  [predicted:  cancel ; correct:  thanks ]
b'Ol\xc3\xa1, gostaria de rastrear um objeto'  [predicted:  add ; correct:  get ]
b'Obrigada'  [predicted:  cancel ; correct:  thanks ]
b'parar'  [predicted:  cancel ; correct:  cancel ]
b'Quero rastrear um pacote'  [predicted:  cancel ; correct:  get ]
b'Me ajuda'  [predicted:  cancel ; correct:  help ]
b'Onde est\xc3\xa1'  [predicted:  cancel ; correct:  get ]
b'Obrigado'  [predicted:  cancel ; correct:  thanks ]
b'Todas'  [predicted:  cancel ; correct:  get ]
b'adicionar objeto'  [predicted:  cancel ; correct:  add ]
b'Listar comandos'  [predicted:  cancel ; correct:  help ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'oi'  [predicted:  cancel ; correct:  welcome ]
b'N\xc3\xa3o'  [predicted:  cancel ; correct:  cancel ]
b'Onde aparece esse c\xc3\xb3digo de 13 d\xc3\xadgitos?'  [predicted:  cancel ; correct:  help ]
b'sair'  [predicted:  cancel ; correct:  cancel ]
b'Quero rastrear uma encomenda'  [predicted:  cancel ; correct:  get ]
b'adicionar'  [predicted:  cancel ; correct:  add ]
b'tchau'  [predicted:  cancel ; correct:  bye ]
b'N\xc3\xa3o possuo encomenda em tr\xc3\xa2nsito'  [predicted:  cancel ; correct:  cancel ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  cancel ; correct:  bad ]
b'tenha um bom dia'  [predicted:  cancel ; correct:  greeting ]
b'Quero fazer um rastreamento'  [predicted:  add ; correct:  get ]
b'Todos'  [predicted:  cancel ; correct:  get ]
b'adeus'  [predicted:  cancel ; correct:  bye ]
b'Meus itens'  [predicted:  cancel ; correct:  get ]
b'Lista'  [predicted:  cancel ; correct:  get ]
b'Tudo bem'  [predicted:  cancel ; correct:  ok ]
b'para'  [predicted:  cancel ; correct:  cancel ]
TIME:  0.02440500259399414
SCORE:  6 / 30  ( 0.2 )
b'Apagar'  [predicted:  thanks ; correct:  delete ]
b'Cadastrar'  [predicted:  thanks ; correct:  add ]
b'Burro'  [predicted:  thanks ; correct:  bad ]
b'Registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Gostaria de fazer um cadastro'  [predicted:  add ; correct:  add ]
b'gostaria de procurar um objeto'  [predicted:  thanks ; correct:  get ]
b'cad\xc3\xaa minha encomenda'  [predicted:  thanks ; correct:  get ]
b'Registrar'  [predicted:  thanks ; correct:  add ]
b'Gostaria de registrar'  [predicted:  thanks ; correct:  add ]
b'Quero rastrear um pacote'  [predicted:  thanks ; correct:  get ]
b'Novo'  [predicted:  thanks ; correct:  add ]
b'Gostaria de fazer um rastreamento'  [predicted:  add ; correct:  add ]
b'tenha um bom dia'  [predicted:  thanks ; correct:  greeting ]
b'Novo pacote'  [predicted:  thanks ; correct:  add ]
b'Ajuda'  [predicted:  thanks ; correct:  help ]
b'Gostaria de registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Quero fazer um rastreamento'  [predicted:  add ; correct:  get ]
b'Cadastrar uma nova encomenda'  [predicted:  thanks ; correct:  add ]
b'sair'  [predicted:  thanks ; correct:  cancel ]
b'Beleza'  [predicted:  thanks ; correct:  ok ]
b'Gostaria de rastrear um objeto agora'  [predicted:  add ; correct:  add ]
b'adeus'  [predicted:  thanks ; correct:  bye ]
b'bom dia'  [predicted:  thanks ; correct:  greeting ]
b'adicionar'  [predicted:  thanks ; correct:  add ]
b'cad\xc3\xaa'  [predicted:  thanks ; correct:  get ]
b'adicionar objeto'  [predicted:  thanks ; correct:  add ]
b'tchau'  [predicted:  thanks ; correct:  bye ]
b'rastrear um objeto'  [predicted:  add ; correct:  get ]
b'Quero rastrear uma encomenda'  [predicted:  thanks ; correct:  get ]
b'o que eu devo fazer?'  [predicted:  help ; correct:  help ]
TIME:  0.02764415740966797
SCORE:  6 / 30  ( 0.2 )
b'tchau'  [predicted:  ok ; correct:  bye ]
b'Gostaria de Rastrear um objeto'  [predicted:  add ; correct:  add ]
b'Voc\xc3\xaa n\xc3\xa3o \xc3\xa9 um rob\xc3\xb4, voc\xc3\xaa \xc3\xa9 uma bichona'  [predicted:  ok ; correct:  bad ]
b'o que eu devo fazer?'  [predicted:  ok ; correct:  help ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'como sou avisado sobre minha encomenda?'  [predicted:  ok ; correct:  help ]
b'Lista'  [predicted:  ok ; correct:  get ]
b'Cadastrar'  [predicted:  ok ; correct:  add ]
b'tenha um bom dia'  [predicted:  ok ; correct:  greeting ]
b'Novo'  [predicted:  ok ; correct:  add ]
b'C\xc3\xb3digo'  [predicted:  ok ; correct:  get ]
b'Como voc\xc3\xaa funciona'  [predicted:  ok ; correct:  help ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  ok ; correct:  help ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  ok ; correct:  help ]
b'Muito obrigada'  [predicted:  ok ; correct:  thanks ]
b'Minhas encomendas'  [predicted:  ok ; correct:  get ]
b'sair'  [predicted:  ok ; correct:  cancel ]
b'Checar minhas encomendas'  [predicted:  get ; correct:  get ]
b'Listar'  [predicted:  ok ; correct:  get ]
b'Burro'  [predicted:  ok ; correct:  bad ]
b'Como sei onde est\xc3\xa1 a minha encomenda?'  [predicted:  get ; correct:  help ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  add ; correct:  get ]
b'Chega q dia?'  [predicted:  get ; correct:  get ]
b'favor cadastrar o codigo de rastreio'  [predicted:  add ; correct:  add ]
b'gostaria de cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Meus objetos'  [predicted:  ok ; correct:  get ]
b'bom dia'  [predicted:  ok ; correct:  greeting ]
b'Novo pacote'  [predicted:  ok ; correct:  add ]
b'Consulta'  [predicted:  ok ; correct:  get ]
b'como sou notificado sobre minha encomenda?'  [predicted:  ok ; correct:  help ]
TIME:  0.024914026260375977
SCORE:  6 / 30  ( 0.2 )
b'cancelar'  [predicted:  delete ; correct:  cancel ]
b'Quero rastrear uma encomenda'  [predicted:  delete ; correct:  get ]
b'Listar'  [predicted:  delete ; correct:  get ]
b'Quero rastrear um pacote'  [predicted:  delete ; correct:  get ]
b'rastrear um objeto'  [predicted:  add ; correct:  get ]
b'bom dia'  [predicted:  delete ; correct:  greeting ]
b'ok'  [predicted:  delete ; correct:  ok ]
b'boa tarde'  [predicted:  delete ; correct:  greeting ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  delete ; correct:  help ]
b'Registrar'  [predicted:  delete ; correct:  add ]
b'Legal! Mas onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'Burro'  [predicted:  delete ; correct:  bad ]
b'Minhas encomendas'  [predicted:  delete ; correct:  get ]
b'Gostaria de retirar'  [predicted:  delete ; correct:  delete ]
b'Muito obrigada'  [predicted:  delete ; correct:  thanks ]
b'Cadastrar'  [predicted:  delete ; correct:  add ]
b'Registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Lista'  [predicted:  delete ; correct:  get ]
b'Meus objetos'  [predicted:  delete ; correct:  get ]
b'Quero fazer um rastreamento'  [predicted:  add ; correct:  get ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  delete ; correct:  welcome ]
b'cancela'  [predicted:  delete ; correct:  cancel ]
b'Ol\xc3\xa1'  [predicted:  delete ; correct:  welcome ]
b'caralho'  [predicted:  delete ; correct:  bad ]
b'Boa tarde ent\xc3\xa3o'  [predicted:  delete ; correct:  greeting ]
b'boa noite'  [predicted:  delete ; correct:  greeting ]
b'Quero cadastrar um c\xc3\xb3digo de rastreio'  [predicted:  add ; correct:  add ]
b'Quero cadastrar uma encomenda, pode ser?'  [predicted:  add ; correct:  add ]
b'Quero cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Gostaria de retirar uma encomenda'  [predicted:  delete ; correct:  delete ]
TIME:  0.026788949966430664
SCORE:  7 / 30  ( 0.23333333333333334 )
b'Como cadastro uma encomenda?'  [predicted:  ok ; correct:  help ]
b'caralho'  [predicted:  ok ; correct:  bad ]
b'Quero fazer um rastreamento'  [predicted:  get ; correct:  get ]
b'Como cadastro minha encomenda?'  [predicted:  ok ; correct:  help ]
b'Rastrear encomenda'  [predicted:  ok ; correct:  get ]
b'Gostaria de fazer um rastreamento'  [predicted:  add ; correct:  add ]
b'cancelar'  [predicted:  ok ; correct:  cancel ]
b'cad\xc3\xaa'  [predicted:  ok ; correct:  get ]
b'Quero saber onde minha encomenda est\xc3\xa1'  [predicted:  ok ; correct:  get ]
b'cancela'  [predicted:  ok ; correct:  cancel ]
b'Quero ver meus produtos'  [predicted:  ok ; correct:  get ]
b'sair'  [predicted:  ok ; correct:  cancel ]
b'Rastrear'  [predicted:  ok ; correct:  get ]
b'Gostaria de rastrear um objeto agora'  [predicted:  add ; correct:  add ]
b'Quero saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'onde est\xc3\xa1 minha encomenda?'  [predicted:  get ; correct:  get ]
b'tchau'  [predicted:  ok ; correct:  bye ]
b'Quero registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Onde esta a minha encomenda'  [predicted:  help ; correct:  get ]
b'cad\xc3\xaa minha encomenda'  [predicted:  ok ; correct:  get ]
b'Meus objetos'  [predicted:  ok ; correct:  get ]
b'Quero rastrear uma encomenda'  [predicted:  get ; correct:  get ]
b'Cadastrar uma nova encomenda'  [predicted:  ok ; correct:  add ]
b'onde eu insiro o c\xc3\xb3digo de rastreio?'  [predicted:  add ; correct:  help ]
b'tenha um bom dia'  [predicted:  ok ; correct:  greeting ]
b'Quero rastrear um pacote'  [predicted:  get ; correct:  get ]
b'Gostaria de fazer um cadastro'  [predicted:  add ; correct:  add ]
b'Muito obrigada'  [predicted:  ok ; correct:  thanks ]
b'Como cadastro?'  [predicted:  ok ; correct:  help ]
b'Minhas encomendas'  [predicted:  ok ; correct:  get ]
TIME:  0.02730274200439453
SCORE:  9 / 30  ( 0.3 )
b'cad\xc3\xaa minha encomenda'  [predicted:  thanks ; correct:  get ]
b'Me ajuda'  [predicted:  thanks ; correct:  help ]
b'para'  [predicted:  thanks ; correct:  cancel ]
b'Ol\xc3\xa1 rob\xc3\xb4'  [predicted:  thanks ; correct:  welcome ]
b'Rastrear'  [predicted:  thanks ; correct:  get ]
b'Remover'  [predicted:  thanks ; correct:  delete ]
b'quem \xc3\xa9 voc\xc3\xaa?'  [predicted:  thanks ; correct:  saymyname ]
b'sai'  [predicted:  thanks ; correct:  cancel ]
b'Como cadastra?'  [predicted:  thanks ; correct:  help ]
b'Como?'  [predicted:  thanks ; correct:  help ]
b'Ol\xc3\xa1'  [predicted:  thanks ; correct:  welcome ]
b'cad\xc3\xaa'  [predicted:  thanks ; correct:  get ]
b'Listar comandos'  [predicted:  thanks ; correct:  help ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  thanks ; correct:  help ]
b'Queria saber onde est\xc3\xa1 minha encomenda'  [predicted:  get ; correct:  get ]
b'Quero cadastrar'  [predicted:  thanks ; correct:  add ]
b'Meus itens'  [predicted:  thanks ; correct:  get ]
b'J\xc3\xa1 cadastrou?'  [predicted:  thanks ; correct:  get ]
b'Como cadastra a encomenda'  [predicted:  help ; correct:  help ]
b'Cadastrar uma nova encomenda'  [predicted:  thanks ; correct:  add ]
b'parar'  [predicted:  thanks ; correct:  cancel ]
b'Novo'  [predicted:  thanks ; correct:  add ]
b'Quero ver meus produtos'  [predicted:  thanks ; correct:  get ]
b'J\xc3\xa1 se moveu?'  [predicted:  thanks ; correct:  get ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  bad ; correct:  bad ]
b'o que eu devo fazer?'  [predicted:  thanks ; correct:  help ]
b'Rastrear encomenda'  [predicted:  thanks ; correct:  get ]
b'Novo pacote'  [predicted:  thanks ; correct:  add ]
b'ok'  [predicted:  thanks ; correct:  ok ]
b'Retirar'  [predicted:  thanks ; correct:  delete ]
TIME:  0.024459123611450195
SCORE:  3 / 30  ( 0.1 )
b'Quero ver meus produtos'  [predicted:  thanks ; correct:  get ]
b'Como fa\xc3\xa7o para cadastrar uma encomenda?'  [predicted:  add ; correct:  help ]
b'Como fa\xc3\xa7o para rastrear a encomenda?'  [predicted:  thanks ; correct:  help ]
b'Gostaria de uma informa\xc3\xa7\xc3\xa3o'  [predicted:  help ; correct:  help ]
b'J\xc3\xa1 se moveu?'  [predicted:  thanks ; correct:  get ]
b'Gostaria de retirar'  [predicted:  delete ; correct:  delete ]
b'Gostaria de retirar uma encomenda'  [predicted:  delete ; correct:  delete ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  thanks ; correct:  get ]
b'Todos'  [predicted:  thanks ; correct:  get ]
b'Como cadastra?'  [predicted:  thanks ; correct:  help ]
b'Todas'  [predicted:  thanks ; correct:  get ]
b'Qual o seu nome ?'  [predicted:  thanks ; correct:  saymyname ]
b'\xc3\x93timo!'  [predicted:  thanks ; correct:  ok ]
b'Rastrear encomenda'  [predicted:  thanks ; correct:  get ]
b'Rastrear'  [predicted:  thanks ; correct:  get ]
b'Como eu fa\xc3\xa7o?'  [predicted:  thanks ; correct:  help ]
b'Gostaria de registrar'  [predicted:  thanks ; correct:  add ]
b'gostaria de procurar um objeto'  [predicted:  thanks ; correct:  get ]
b'para'  [predicted:  thanks ; correct:  cancel ]
b'Tudo bem'  [predicted:  thanks ; correct:  ok ]
b'Qual seu nome ?'  [predicted:  thanks ; correct:  saymyname ]
b'palavr\xc3\xa3o voc\xc3\xaa entende n\xc3\xa9 filho da puta'  [predicted:  thanks ; correct:  bad ]
b'Informa\xc3\xa7\xc3\xa3o'  [predicted:  thanks ; correct:  help ]
b'parar'  [predicted:  thanks ; correct:  cancel ]
b'Gostaria de registrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Como?'  [predicted:  thanks ; correct:  help ]
b'O que voc\xc3\xaa sabe fazer ?'  [predicted:  help ; correct:  help ]
b'J\xc3\xa1 cadastrou?'  [predicted:  thanks ; correct:  get ]
b'Como cadastra a encomenda'  [predicted:  thanks ; correct:  help ]
b'pacote'  [predicted:  thanks ; correct:  add ]
TIME:  0.02756977081298828
SCORE:  5 / 30  ( 0.16666666666666666 )
b'Como cadastro uma encomenda?'  [predicted:  help ; correct:  help ]
b'como voce me atualiza sobre minha encomenda?'  [predicted:  help ; correct:  help ]
b'Voc\xc3\xaa pode rastrear um objeto para mim?'  [predicted:  get ; correct:  get ]
b'Como cadastro?'  [predicted:  ok ; correct:  help ]
b'Como voc\xc3\xaa funciona'  [predicted:  ok ; correct:  help ]
b'Qual o seu nome ?'  [predicted:  ok ; correct:  saymyname ]
b'gostaria de cadastrar uma encomenda'  [predicted:  add ; correct:  add ]
b'Qual seu nome ?'  [predicted:  ok ; correct:  saymyname ]
b'adicionar objeto'  [predicted:  ok ; correct:  add ]
b'Gostaria de Rastrear um objeto'  [predicted:  add ; correct:  add ]
b'At\xc3\xa9 logo'  [predicted:  ok ; correct:  bye ]
b'favor cadastrar o codigo de rastreio'  [predicted:  help ; correct:  add ]
b'Quero rastrear uma encomenda'  [predicted:  ok ; correct:  get ]
b'Retirar'  [predicted:  ok ; correct:  delete ]
b'Listar comandos'  [predicted:  ok ; correct:  help ]
b'adeus'  [predicted:  ok ; correct:  bye ]
b'Quero rastrear um pacote'  [predicted:  ok ; correct:  get ]
b'Voc\xc3\xaa pode me explicar como cadastrar?'  [predicted:  help ; correct:  help ]
b'Como cadastro minha encomenda?'  [predicted:  help ; correct:  help ]
b'qual a situa\xc3\xa7\xc3\xa3o da minha encomenda?'  [predicted:  ok ; correct:  get ]
b'Quero fazer um rastreamento'  [predicted:  add ; correct:  get ]
b'At\xc3\xa9 mais'  [predicted:  ok ; correct:  bye ]
b'adicionar'  [predicted:  ok ; correct:  add ]
b'Consulta'  [predicted:  ok ; correct:  get ]
b'Me ajuda'  [predicted:  ok ; correct:  help ]
b'Remover'  [predicted:  ok ; correct:  delete ]
b'adicionar um novo pacote'  [predicted:  ok ; correct:  add ]
b'Meus itens'  [predicted:  ok ; correct:  get ]
b'sai'  [predicted:  ok ; correct:  cancel ]
